comp_id,id,flag,spacecraft,time_start,time_end,time_pt_max,pt_max,b_max,np_max,v_min,v_max
|30||STEREO-A|2010-10-02 15:06:00|2010-10-03 05:00:00|2010-10-02 17:20:00|137|12.5|35|390|620
|31||STEREO-A|2010-10-19 22:00:00|2010-10-21 18:00:00|2010-10-21 01:21:00|92|11|20|300|488
|32||STEREO-A|2010-10-30 08:00:00|2010-10-31 10:04:00|2010-10-30 22:54:00|216|19|50|267|625
|33||STEREO-A|2010-11-07 02:25:00|2010-11-08 02:00:00|2010-11-07 15:40:00|280|16|70|335|580
|34||STEREO-A|2010-11-13 22:00:00|2010-11-16 19:26:00|2010-11-16 11:30:00|115|12.5|26.9|300|500
|35||STEREO-A|2010-11-21 19:00:00|2010-11-24 07:00:00|2010-11-23 02:55:00|110|12|35|280|550
|36||STEREO-A|2010-12-04 00:10:00|2010-12-07 18:00:00|2010-12-05 15:36:00|70|10.6|26|280|540
|37||STEREO-A|2010-12-28 06:00:00|2010-12-29 18:00:00|2010-12-29 02:03:00|60|7.3|20|323|420
|1||STEREO-A|2011-01-04 09:10:00|2011-01-08 00:00:00|2011-01-04 14:03:00|140|14.5|45.4|285|450
|2||STEREO-A|2011-01-12 12:03:00|2011-01-14 08:00:00|2011-01-12 14:17:00|130|11.5|50.3|320|550
|3||STEREO-A|2011-01-19 02:00:00|2011-01-21 13:38:00|2011-01-19 18:46:00|60|7.8|20|392|600
|4||STEREO-A|2011-01-23 17:06:00|2011-01-25 00:06:00|2011-01-24 07:56:00|175|16|30|310|600
|5||STEREO-A|2011-02-07 04:00:00|2011-02-08 00:00:00|2011-02-07 13:13:00|163|15|30|300|540
|6||STEREO-A|2011-02-08 23:00:00|2011-02-10 08:00:00|2011-02-10 01:10:00|120|10.7|16|370|720
|7||STEREO-A|2011-03-02 04:00:00|2011-03-05 08:00:00|2011-03-04 01:02:00|120|15|24.3|285|570
|8||STEREO-A|2011-03-08 09:00:00|2011-03-09 02:00:00|2011-03-08 11:58:00|150|12|40|340|680
|9||STEREO-A|2011-03-14 06:00:00|2011-03-15 19:00:00|2011-03-14 18:38:00|110|8.2|6|380|660
|10||STEREO-A|2011-03-30 06:06:00|2011-03-31 12:37:00|2011-03-30 17:15:00|190|17.5|60|300|580
|11||STEREO-A|2011-04-25 00:00:00|2011-04-27 13:00:00|2011-04-26 02:45:00|106|13.6|30|290|485
|12|*|STEREO-A|2011-05-06 22:00:00|2011-05-07 11:32:00|2011-05-07 07:08:00|250|20|30|415|600
|13||STEREO-A|2011-05-21 09:00:00|2011-05-23 04:00:00|2011-05-21 19:51:00|270|20|36|395|690
|14||STEREO-A|2011-06-02 15:00:00|2011-06-04 18:48:00|2011-06-03 06:23:00|200|13.7|37.2|300|640
|15||STEREO-A|2011-06-09 22:40:00|2011-06-12 00:02:00|2011-06-11 00:43:00|95|11|20|365|580
|16||STEREO-A|2011-06-16 03:10:00|2011-06-19 08:00:00|2011-06-17 10:43:00|150|15.7|30|380|590
|17||STEREO-A|2011-06-23 21:00:00|2011-06-25 01:00:00|2011-06-24 02:45:00|70|8.8|14.6|340|585
|18||STEREO-A|2011-06-26 20:00:00|2011-06-30 16:00:00|2011-06-28 11:15:00|105|12.5|27|360|640
|19||STEREO-A|2011-07-08 12:00:00|2011-07-10 06:00:00|2011-07-09 05:00:00|125|12.7|30|380|690
|20||STEREO-A|2011-07-15 07:42:00|2011-07-16 16:27:00|2011-07-16 07:00:00|244|20.8|36.7|310|620
|21||STEREO-A|2011-07-26 00:00:00|2011-07-27 11:00:00|2011-07-26 18:10:00|220|17.2|60|355|660
|22||STEREO-A|2011-08-01 08:00:00|2011-08-03 18:00:00|2011-08-01 23:33:00|100|10.5|23.5|350|525
|23||STEREO-A|2011-08-04 19:00:00|2011-08-05 18:00:00|2011-08-05 06:00:00|85|10.5|14.3|330|500
|24||STEREO-A|2011-08-21 06:20:00|2011-08-22 21:00:00|2011-08-21 14:48:00|133|14|23|300|570
|25||STEREO-A|2011-08-29 00:30:00|2011-08-30 04:00:00|2011-08-29 16:22:00|170|14|20|360|610
|26||STEREO-A|2011-09-17 08:00:00|2011-09-18 05:00:00|2011-09-17 14:36:00|60|8.4|13.2|310|430
|27||STEREO-A|2011-09-18 22:19:00|2011-09-21 00:00:00|||11.5|13.7|330|485
|28||STEREO-A|2011-09-28 03:54:00|2011-09-29 14:00:00|2011-09-28 04:17:00|76|9.6|10|390|555
|29||STEREO-A|2011-10-07 17:15:00|2011-10-08 22:10:00|2011-10-08 00:57:00|240|19.3|60|330|650
|30||STEREO-A|2011-11-05 21:12:00|2011-11-06 12:35:00|2011-11-06 04:54:00|195|15.5|60|300|370
|31||STEREO-A|2011-11-07 05:20:00|2011-11-08 00:20:00|2011-11-07 09:21:00|155|12.6|40|350|500
|32||STEREO-A|2011-11-12 02:00:00|2011-11-14 18:00:00|2011-11-13 12:03:00|80|10|23.5|303|470
