gbm_id,time_start,time_peak,time_end,duration,rate_peak,total,detectors,trigger,rhessi_id
150129_0955|2015/01/29 09:55:36.000|2015/01/30 09:56:26.000|2015/01/30 09:59:38.000|242|9809|133827|n5 n1 n3 n0||15012930
150129_1038|2015/01/29 10:38:37.000|2015/01/30 10:39:06.000|2015/01/30 10:41:21.000|164|1756|40263|n5 n1 n3 n4||
150129_1134|2015/01/29 11:34:48.000|2015/01/30 11:37:21.000|2015/01/30 11:38:45.000|237|45289|6288637|n5 n4 n2 n3|bn150129483|15012934
150129_1220|2015/01/29 12:20:28.000|2015/01/30 12:22:31.000|2015/01/30 12:31:28.000|660|13690|2770644|n5 n1 n3 n4|bn150129515|15012935
150129_1414|2015/01/29 14:14:08.000|2015/01/30 14:14:49.000|2015/01/30 14:17:33.000|205|3510|87342|n5 n3 n1 n4||15012939
150129_2010|2015/01/29 20:10:32.000|2015/01/30 20:15:52.000|2015/01/30 20:23:35.000|782|1495|143927|n5 n1 n3 n4||15012964
150129_2342|2015/01/29 23:42:55.000|2015/01/30 23:45:18.000|2015/01/30 23:57:15.000|860|41202|1380047|n5 n3 n1 n4||15012973
150130_0056|2015/01/30 00:56:35.000|2015/01/31 00:56:43.000|2015/01/31 01:16:47.000|1212|2009|239604|n5 n4 n2 n3||15013002
150130_0118|2015/01/30 01:18:17.000|2015/01/31 01:22:56.000|2015/01/31 01:33:02.000|885|656|111403|n0 n1 n3 n6||15013003
150130_0453|2015/01/30 04:53:31.000|2015/01/31 04:54:00.000|2015/01/31 04:59:36.000|365|1057|46752|n1 n3 n5 n0||15013016
150130_0542|2015/01/30 05:42:35.000|2015/01/31 06:00:07.000|2015/01/31 06:35:21.000|3166|10455|2467407|n5 n3 n1 n4||15013018
150130_0734|2015/01/30 07:34:12.000|2015/01/31 07:37:27.000|2015/01/31 07:39:00.000|288|16602|671468|n0 n1 n3 n5|bn150130318|
150130_1212|2015/01/30 12:12:37.000|2015/01/31 12:14:41.000|2015/01/31 12:32:49.000|1212|123232|18927150|n5 n4 n2 n3|bn150130509|15013025
150130_1746|2015/01/30 17:46:03.000|2015/01/31 17:46:15.000|2015/01/31 17:46:56.000|53|2530|26002|n5 n1 n3 n4||15013038
150201_0844|2015/02/01 08:44:36.000|2015/02/02 08:44:57.000|2015/02/02 08:46:39.000|123|1402|31936|n5 n3 n1 n4||15020112
150201_2121|2015/02/01 21:21:49.000|2015/02/02 21:24:00.000|2015/02/02 21:26:56.000|307|1136|54372|n0 n3 n1 n6||15020145
150202_0400|2015/02/02 04:00:20.000|2015/02/03 04:00:48.000|2015/02/03 04:01:21.000|61|2955|30960|n3 n1 n5 n0||15020207
150202_2304|2015/02/02 23:04:19.000|2015/02/03 23:07:20.000|2015/02/03 23:13:12.000|532|1210|131853|n5 n3 n1 n0||15020240
150203_2105|2015/02/03 21:05:45.000|2015/02/04 21:06:09.000|2015/02/04 21:09:54.000|250|2217|70131|n5 n3 n1 n4||15020345
150203_2253|2015/02/03 22:53:41.000|2015/02/04 22:54:30.000|2015/02/04 23:00:18.000|397|1554|83329|n1 n3 n0 n5||15020349
150204_0210|2015/02/04 02:10:47.000|2015/02/05 02:13:36.000|2015/02/05 02:26:27.000|940|56811|8792452|n1 n3 n0 n5|bn150204092|15020409
150204_1005|2015/02/04 10:05:18.000|2015/02/05 10:05:49.000|2015/02/05 10:08:21.000|183|9507|363325|n5 n3 n1 n0|bn150204421|15020423
150205_0947|2015/02/05 09:47:50.000|2015/02/06 09:50:34.000|2015/02/06 09:57:19.000|569|2282|160440|n1 n3 n5 n0||15020518
150208_1046|2015/02/08 10:46:58.000|2015/02/09 10:47:39.000|2015/02/09 10:47:47.000|49|849|10103|n5 n1 n3 n4||
150209_0558|2015/02/09 05:58:01.000|2015/02/10 06:08:32.000|2015/02/10 06:10:23.000|741|1512|177278|n5 n1 n3 n0||15020919
150209_1824|2015/02/09 18:24:49.000|2015/02/10 18:26:03.000|2015/02/10 18:34:15.000|565|1572|117976|n5 n1 n3 n4||
150209_2305|2015/02/09 23:05:11.000|2015/02/10 23:25:07.000|2015/02/10 23:55:10.000|2998|21352|6771145|n3 n1 n0 n5||15020943
150210_0040|2015/02/10 00:40:32.000|2015/02/11 01:12:54.000|2015/02/11 01:21:34.000|2462|838|348106|n5 n1 n3 n0||15021001
150210_0418|2015/02/10 04:18:06.000|2015/02/11 04:19:24.000|2015/02/11 04:22:57.000|291|1552|74581|n5 n1 n3 n0||15021010
150212_0208|2015/02/12 02:08:46.000|2015/02/13 02:10:36.000|2015/02/13 02:20:39.000|713|23021|757386|n5 n3 n1 n0||15021201
150212_0407|2015/02/12 04:07:53.000|2015/02/13 04:08:26.000|2015/02/13 04:09:03.000|70|6315|37967|n5 n1 n3 n0||15021204
150218_2204|2015/02/18 22:04:21.000|2015/02/19 22:08:02.000|2015/02/19 22:12:28.000|487|3089|202633|n5 n1 n3 n0||15021820
150219_0056|2015/02/19 00:56:14.000|2015/02/20 00:56:43.000|2015/02/20 00:57:57.000|102|3725|48716|n5 n1 n3 n4||
150220_1506|2015/02/20 15:06:28.000|2015/02/21 15:08:15.000|2015/02/21 15:10:34.000|246|3460|128740|n5 n1 n3 n0||
150220_2012|2015/02/20 20:12:41.000|2015/02/21 20:13:09.000|2015/02/21 20:14:23.000|102|1524|27134|n3 n1 n0 n5||15022054
150221_0040|2015/02/21 00:40:50.000|2015/02/22 00:41:19.000|2015/02/22 00:42:00.000|70|2531|22842|n5 n1 n3 n0||
150221_0519|2015/02/21 05:19:31.000|2015/02/22 05:19:31.000|2015/02/22 05:22:11.000|160|11577|334822|n5 n3 n1 n4||
150228_0931|2015/02/28 09:31:03.000|2015/03/01 09:31:28.000|2015/03/01 09:44:26.000|803|664|89406|n5 n4 n3 n1||15022820
150302_0301|2015/03/02 03:01:00.000|2015/03/03 03:01:21.000|2015/03/03 03:01:49.000|49|1193|7558|n5 n4 n2 n3||15030223
150302_0552|2015/03/02 05:52:58.000|2015/03/03 05:54:08.000|2015/03/03 05:58:30.000|332|4507|137819|n5 n3 n1 n4||15030224
