time_start,pa,pa_width,v_median,v_max,accel_median,accel_max,accel_min,mass,url_kins,url_mass,url_c2movie,url_c3movie
2015/01/01 00:00:05|352|11|273||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_000005.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_000005/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_000005/movie_C3.html
2015/01/01 01:36:23|291|5|111||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_013623.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_013623/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_013623/movie_C3.html
2015/01/01 04:00:06|178|1|274||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_040006.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_040006/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_040006/movie_C3.html
2015/01/01 04:12:05|293|9|138||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_041205.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_041205/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_041205/movie_C3.html
2015/01/01 06:24:06|176|0|318||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_062406.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_062406/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_062406/movie_C3.html
2015/01/01 08:00:06|326|86|213|365|6|27|-13||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_080006.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_080006/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_080006/movie_C3.html
2015/01/01 09:12:09|268|9|109|557|217|660|-200||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_091209.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_091209/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_091209/movie_C3.html
2015/01/01 12:12:06|6|2|53||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_121206.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_121206/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_121206/movie_C3.html
2015/01/01 17:48:06|267|8|146|405|63|235|-70||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_kins/plot_kins_quartiles_quadratic_20150101_174806.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_174806/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/01/cme_ims_20150101_174806/movie_C3.html
2015/01/02 00:00:05|311|57|286|819|-5|18|-60||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_kins/plot_kins_quartiles_quadratic_20150102_000005.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_000005/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_000005/movie_C3.html
2015/01/02 00:12:06|167|5|177||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_kins/plot_kins_quartiles_quadratic_20150102_001206.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_001206/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_001206/movie_C3.html
2015/01/02 01:36:29|265|5|232||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_kins/plot_kins_quartiles_quadratic_20150102_013629.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_013629/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_013629/movie_C3.html
2015/01/02 05:06:06|283|57|137|430|1|12|-9||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_kins/plot_kins_quartiles_quadratic_20150102_050606.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_050606/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_050606/movie_C3.html
2015/01/02 10:12:06|50|26|146|609|-1|526|-526||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_kins/plot_kins_quartiles_quadratic_20150102_101206.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_101206/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/02/cme_ims_20150102_101206/movie_C3.html
2015/01/03 04:48:05|159|9|106||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_kins/plot_kins_quartiles_quadratic_20150103_044805.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_044805/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_044805/movie_C3.html
2015/01/03 08:12:05|157|37|188|272|7|11|2||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_kins/plot_kins_quartiles_quadratic_20150103_081205.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_081205/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_081205/movie_C3.html
2015/01/03 21:54:06|298|6|3850||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_kins/plot_kins_quartiles_quadratic_20150103_215406.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_215406/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_215406/movie_C3.html
2015/01/03 22:06:05|280|51|136|333|3|10|-6||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_kins/plot_kins_quartiles_quadratic_20150103_220605.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_220605/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/03/cme_ims_20150103_220605/movie_C3.html
2015/01/04 19:36:05|320|7|303||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_kins/plot_kins_quartiles_quadratic_20150104_193605.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_ims_20150104_193605/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_ims_20150104_193605/movie_C3.html
2015/01/04 22:24:07|55|6|54||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_kins/plot_kins_quartiles_quadratic_20150104_222407.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_ims_20150104_222407/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/04/cme_ims_20150104_222407/movie_C3.html
2015/01/05 00:00:05|266|6|330||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_kins/plot_kins_quartiles_quadratic_20150105_000005.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_000005/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_000005/movie_C3.html
2015/01/05 00:36:07|277|1|231||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_kins/plot_kins_quartiles_quadratic_20150105_003607.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_003607/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_003607/movie_C3.html
2015/01/05 06:48:05|153|1|1331||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_kins/plot_kins_quartiles_quadratic_20150105_064805.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_064805/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_064805/movie_C3.html
2015/01/05 07:36:06|320|7|305||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_kins/plot_kins_quartiles_quadratic_20150105_073606.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_073606/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_073606/movie_C3.html
2015/01/05 08:24:06|266|5|665||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_kins/plot_kins_quartiles_quadratic_20150105_082406.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_082406/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/05/cme_ims_20150105_082406/movie_C3.html
2015/01/06 00:00:05|152|10|9|36|0|1|-2||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_000005.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_000005/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_000005/movie_C3.html
2015/01/06 00:24:05|267|6|178||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_002405.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_002405/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_002405/movie_C3.html
2015/01/06 01:36:25|25|6|38||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_013625.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_013625/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_013625/movie_C3.html
2015/01/06 04:36:06|23|9|41||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_043606.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_043606/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_043606/movie_C3.html
2015/01/06 09:30:06|301|6|2068||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_093006.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_093006/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_093006/movie_C3.html
2015/01/06 10:00:06|86|5|2619||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_100006.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_100006/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_100006/movie_C3.html
2015/01/06 11:12:05|266|3|112||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_111205.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_111205/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_111205/movie_C3.html
2015/01/06 18:24:05|267|5|97||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_182405.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_182405/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_182405/movie_C3.html
2015/01/06 18:36:06|295|21|272|1069|123|431|-183||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_kins/plot_kins_quartiles_quadratic_20150106_183606.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_183606/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/06/cme_ims_20150106_183606/movie_C3.html
2015/01/07 00:06:06|295|1|1919||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_kins/plot_kins_quartiles_quadratic_20150107_000606.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_000606/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_000606/movie_C3.html
2015/01/07 06:24:06|301|16|630||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_kins/plot_kins_quartiles_quadratic_20150107_062406.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_062406/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_062406/movie_C3.html
2015/01/07 08:24:05|72|27|7180||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_kins/plot_kins_quartiles_quadratic_20150107_082405.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_082405/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_082405/movie_C3.html
2015/01/07 08:48:06|302|20|1737||||||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_kins/plot_kins_quartiles_quadratic_20150107_084806.jpg||http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_084806/movie_C2.html|http://alshamess.ifa.hawaii.edu/CORIMP/realtime/soho/lasco/detections/2015/01/07/cme_ims_20150107_084806/movie_C3.html
