flare_key	date	begin	begin_m	max	max_m	end	end_m	latitude	longitude	type
1499	1989-09-08	07:47:00	E	07:47:00	U	08:16:00		S16	W31	SF
1500	1989-09-08	08:20:00		08:42:00		09:06:00		S14	W47	SB
1501	1989-09-08	08:51:00		08:51:00		08:55:00		S14	W40	SF
1502	1989-09-08	11:55:00		11:59:00		12:15:00		S11	E79	SF
1503	1989-09-08	12:15:00		12:18:00		12:22:00		N16	E52	SF
1504	1989-09-08	12:18:00		12:22:00		12:41:00		S10	E82	SF
1505	1989-09-08	12:44:00		12:48:00		12:56:00		S17	W34	SF
1506	1989-09-08	13:39:00		13:43:00		13:56:00		N21	E55	SF
1507	1989-09-08	14:35:00		00:00:00		14:35:00	D	S20	W40	SF
1508	1989-09-10	06:59:00	E	00:00:00		06:59:00	D	N17	E17	SF
1509	1989-09-11	08:33:00		08:33:00		08:37:00		N16	W06	SF
1510	1989-09-11	08:44:00		08:47:00		08:51:00		N17	W06	SF
1511	1989-09-11	09:36:00		09:36:00		09:47:00		S17	E15	SF
1512	1989-09-11	10:18:00		10:22:00		10:29:00		N17	W06	SF
1513	1989-09-11	11:46:00		11:50:00		12:00:00		S20	W59	SF
1514	1989-09-11	12:11:00		12:15:00		12:30:00		S11	E40	SF
1515	1989-09-11	12:44:00		12:44:00		12:57:00		N16	W09	SF
1516	1989-09-11	13:21:00		13:27:00	U	13:27:00	D	N16	W09	SF
1517	1989-09-16	08:49:00	E	00:00:00		08:49:00	D	N17	W38	SF
1518	1989-09-16	13:43:00	E	13:43:00	U	14:08:00		N16	W41	SF
1519	1989-09-16	14:08:00		14:08:00		14:19:00		S23	E72	SF
1520	1989-09-16	14:47:00		14:55:00		15:06:00		S21	E50	SF
1521	1989-09-16	15:33:00		15:36:00		15:44:00		N17	W37	SF
1522	1989-09-17	09:32:00		09:32:00		09:40:00		N28	W67	SF
1523	1989-09-17	14:45:00		14:48:00		15:11:00		N16	W55	SF
1524	1989-09-18	10:14:00		10:18:00		10:21:00		N28	W13	SF
1525	1989-09-18	10:32:00		10:36:00		10:40:00		N25	W79	SF
1526	1989-09-18	10:40:00		10:44:00		10:52:00		N20	W51	SF
1527	1989-09-18	12:06:00		12:06:00		12:29:00		N20	W59	SF
1528	1989-09-18	12:10:00		12:14:00		12:33:00		S14	E36	SF
1529	1989-09-18	14:23:00		14:23:00		14:43:00		N29	W13	SF
1530	1989-09-18	14:56:00		15:00:00		15:02:00		N29	W14	SF
1531	1989-09-19	07:25:00	E	07:25:00	U	07:33:00		N25	W26	SF
1532	1989-09-19	07:56:00		07:59:00		08:11:00		S21	E35	SF
1533	1989-09-19	08:11:00		08:15:00		08:19:00		S27	E34	SF
1534	1989-09-19	09:35:00		09:43:00		09:47:00		S21	E34	SF
1535	1989-09-19	09:51:00		09:55:00		10:01:00		S26	E33	SF
1536	1989-09-19	10:01:00		10:04:00		10:08:00		S26	E32	SF
1537	1989-09-19	10:40:00		10:44:00		11:30:00		S25	E42	SN
1538	1989-09-19	11:22:00		11:26:00		11:54:00		S22	E31	SN
1539	1989-09-19	11:34:00		11:42:00		12:09:00		S24	E36	SF
1540	1989-09-19	12:17:00		12:21:00		12:36:00		S22	E33	SF
1541	1989-09-19	12:32:00		12:32:00		12:57:00		S27	E42	SF
1542	1989-09-19	15:30:00		15:30:00		15:38:00		S26	E29	SF
1543	1989-09-19	15:34:00		15:34:00		15:52:00	D	N29	W29	SN
1544	1989-09-20	09:21:00		09:24:00		09:28:00		N30	W37	SF
1545	1989-09-20	12:24:00		12:27:00		12:56:00		S26	E28	SN
1546	1989-09-20	12:56:00		12:56:00		13:11:00		S24	E33	SF
1547	1989-09-20	13:43:00		13:46:00		13:50:00		S36	W10	SF
1548	1989-09-21	11:53:00		11:57:00		12:09:00		N30	W53	SF
1549	1989-09-21	12:09:00		12:09:00		12:13:00		S27	E07	SF
1550	1989-09-21	12:55:00		13:03:00		13:26:00		S28	E04	1F
1551	1989-09-22	10:35:00	E	10:35:00	U	10:39:00		S23	W09	SF
1552	1989-09-22	11:18:00		11:21:00		11:37:00		N35	E31	SF
1553	1989-09-22	12:52:00		12:52:00		13:06:00		S24	W04	SF
1554	1989-09-24	10:22:00		10:22:00		10:30:00		S29	W27	SF
1555	1989-09-24	11:43:00		11:43:00		11:46:00	D	S29	W27	SF
1556	1989-09-25	13:12:00		00:00:00		13:12:00	D	S26	W46	SF
1557	1989-09-30	12:34:00		12:36:00		12:49:00		S16	E18	1F
1558	1989-09-30	13:54:00		13:58:00		14:10:00		N17	E47	SF
1559	1989-10-01	08:13:00		08:21:00		08:46:00		S16	E20	SF
1560	1989-10-01	10:23:00		10:23:00		10:26:00	D	S25	E09	SF
1561	1989-10-02	07:51:00		07:58:00		08:36:00		S18	W03	SF
1562	1989-10-02	08:44:00		08:55:00		09:48:00		S18	E04	1F
1563	1989-10-02	08:51:00		08:55:00		09:28:00		S22	W07	SF
1564	1989-10-02	09:06:00		09:16:00		09:40:00		S15	E13	SF
1565	1989-10-03	08:11:00	E	08:15:00		08:31:00		N27	E75	SB
1566	1989-10-03	09:56:00		10:19:00		10:55:00		S13	W40	1N
1567	1989-10-03	12:57:00	E	13:09:00		14:10:00	D	N23	E22	1F
1568	1989-10-04	08:35:00		08:39:00		09:09:00		N28	E60	1N
1569	1989-10-04	09:35:00		09:39:00		10:24:00		N23	E11	1F
1570	1989-10-04	13:26:00		13:34:00		13:41:00		N29	E16	SF
1571	1989-10-04	14:00:00		14:00:00		14:08:00		S11	E02	SF
1572	1989-10-04	14:11:00		14:22:00		14:49:00		N32	E18	SF
1573	1989-10-04	14:53:00		14:53:00		14:57:00		N26	E62	SF
1574	1989-10-04	15:55:00		16:03:00		16:12:00		S10	E02	SF
1575	1989-10-05	08:47:00		08:47:00		08:51:00		N27	E53	SF
1576	1989-10-05	11:32:00		11:32:00		11:36:00		N27	E52	SF
1577	1989-10-05	11:52:00		12:03:00		12:15:00		S26	W41	SF
1578	1989-10-05	12:00:00		12:00:00		12:34:00		N29	E55	SN
1579	1989-10-05	12:07:00		12:11:00		12:19:00		S26	E58	SF
1580	1989-10-05	13:37:00		13:41:00		14:52:00		N14	W08	SN
1581	1989-10-05	13:57:00		14:00:00		14:12:00		N28	E41	SF
1582	1989-10-05	14:00:00		14:04:00		14:12:00		N28	E01	SF
1583	1989-10-05	14:00:00		14:04:00		14:20:00		S18	W39	SF
1584	1989-10-05	14:44:00		14:44:00		14:52:00		N23	W61	SF
1585	1989-10-06	08:38:00		08:38:00		08:42:00		N26	E41	SF
1586	1989-10-06	10:39:00		10:43:00		10:54:00		N28	E30	SN
1587	1989-10-06	11:46:00		11:46:00		11:49:00		N21	E35	SF
1588	1989-10-06	12:46:00		12:57:00		13:13:00		N17	E34	SF
1589	1989-10-06	14:03:00		14:18:00		15:03:00		N28	E28	1F
1590	1989-10-06	14:59:00		15:03:00		15:08:00		S17	W40	SF
1591	1989-10-06	15:39:00		15:39:00		15:58:00	D	S13	E38	SF
1592	1989-10-10	11:02:00		11:02:00		11:10:00		N29	E67	SF
1593	1989-10-11	09:02:00		09:06:00		09:14:00		N35	W06	SF
1594	1989-10-11	10:08:00		10:08:00		10:12:00		S17	E72	SF
1595	1989-10-11	12:13:00		12:16:00		12:20:00		N20	W30	SF
1596	1989-10-11	14:06:00		14:14:00		14:37:00		N27	W26	SF
1597	1989-10-11	14:46:00		14:46:00		14:50:00		N36	W10	SF
1598	1989-10-11	14:46:00		14:53:00		14:57:00		N13	E49	SF
1599	1989-10-11	15:41:00		15:44:00		15:48:00		N13	E47	SF
1600	1989-10-11	15:41:00		16:00:00		16:04:00	D	N29	W25	SF
1601	1989-10-12	10:42:00		10:46:00	U	10:46:00	D	S11	W45	SF
1602	1989-10-13	07:51:00		07:55:00		07:59:00		N26	W69	SF
1603	1989-10-13	09:16:00		09:20:00		09:31:00		N15	E26	SF
1604	1989-10-13	12:26:00		12:29:00		12:36:00		N14	E24	SF
1605	1989-10-13	13:29:00		13:29:00		13:33:00		N22	E27	SF
1606	1989-10-13	13:29:00		13:37:00		13:41:00		N13	E01	SF
1607	1989-10-13	14:53:00		14:53:00		15:05:00		N13	E19	SN
1608	1989-10-14	07:49:00		07:53:00		07:57:00		N16	W68	SF
1609	1989-10-14	08:31:00		08:38:00		08:42:00		S16	E38	SF
1610	1989-10-14	11:11:00		11:11:00		11:15:00		S16	E37	SF
1611	1989-10-14	14:33:00	E	14:33:00		14:36:00	D	S15	E36	SF
1612	1989-10-16	12:09:00		12:16:00		12:46:00		S15	E49	SF
1613	1989-10-16	12:16:00		12:23:00		12:35:00		S23	E47	SF
1614	1989-10-16	12:58:00		12:58:00		13:52:00		S15	E51	SF
1615	1989-10-16	13:02:00		13:02:00		13:06:00		S28	E48	SF
1616	1989-10-16	15:14:00		15:18:00		15:30:00		S23	E46	SF
1617	1989-10-17	10:06:00		10:09:00		10:13:00		S17	E41	SF
1618	1989-10-17	11:42:00		11:42:00		11:54:00		N13	W81	SF
1619	1989-10-17	13:21:00		13:21:00		13:24:00		S14	W34	SF
1620	1989-10-17	13:56:00		14:00:00		14:03:00		N13	W81	SF
1621	1989-10-18	08:00:00		08:04:00		08:26:00		S13	W19	SF
1622	1989-10-18	09:09:00		09:09:00		09:21:00		S33	E24	SF
1623	1989-10-18	10:08:00		10:08:00		10:20:00		S10	E47	SF
1624	1989-10-18	10:40:00		10:44:00		10:56:00		N13	W40	SF
1625	1989-10-18	11:08:00		11:11:00		11:19:00		S29	E26	SF
1626	1989-10-18	11:19:00		11:23:00		11:27:00		S23	E51	SF
1627	1989-10-18	11:35:00		11:42:00		11:54:00		S23	E51	SF
1628	1989-10-18	12:01:00		12:01:00		12:15:00		S24	E50	SF
1629	1989-10-18	12:31:00		12:31:00		12:35:00		S24	E19	SF
1630	1989-10-18	13:20:00		13:23:00		13:41:00		S30	E25	SF
1631	1989-10-19	07:32:00		07:35:00		07:42:00		S16	W34	SF
1632	1989-10-19	08:16:00		08:19:00		08:23:00		S27	E07	SN
1633	1989-10-19	08:19:00		08:23:00		08:38:00		S20	W77	SF
1634	1989-10-19	08:54:00		09:16:00		09:36:00		S25	E08	1N
1635	1989-10-19	09:53:00		09:57:00		10:41:00		S17	W35	1F
1636	1989-10-19	11:01:00		11:05:00		11:24:00		S28	E12	SF
1637	1989-10-19	12:30:00		12:54:00		15:52:00	D	S24	E07	4B
1638	1989-10-20	09:14:00		09:18:00		09:22:00		S29	E01	SF
1639	1989-10-20	10:16:00		10:16:00		10:20:00		S27	W00	SF
1640	1989-10-20	11:23:00		11:23:00		11:35:00		S24	W07	SF
1641	1989-10-20	11:20:00		11:23:00		11:31:00		S21	E75	SF
1642	1989-10-20	11:45:00		11:45:00		11:59:00		S20	E25	SF
1643	1989-10-20	14:17:00	E	14:41:00	U	15:26:00	D	S31	W01	1F
1644	1989-10-20	14:41:00	E	14:41:00	U	14:52:00	D	S14	W19	SF
1645	1989-10-21	08:53:00	E	00:00:00		09:22:00		S29	W12	1F
1646	1989-10-21	11:21:00		11:21:00		11:25:00		S13	E73	SF
1647	1989-10-21	11:29:00		11:29:00		11:35:00		S22	W15	SF
1648	1989-10-21	13:14:00	E	13:14:00	U	13:21:00		S23	W17	SF
1649	1989-10-21	13:28:00		13:28:00		13:39:00		S20	E64	SF
1650	1989-10-22	08:19:00		08:19:00		08:30:00		S29	W24	SF
1651	1989-10-22	09:29:00		09:29:00		09:33:00		S26	W29	SF
1652	1989-10-22	10:32:00		10:35:00		10:38:00		S24	W30	SF
1653	1989-10-22	11:20:00		11:24:00		12:24:00		S28	W27	1N
1654	1989-10-22	12:06:00		12:10:00		12:21:00		S21	E53	SF
1655	1989-10-22	12:18:00		12:21:00		12:28:00		S13	W33	SF
1656	1989-10-22	12:44:00		12:44:00		12:48:00		S23	W32	SF
1657	1989-10-22	13:07:00		13:11:00		13:19:00		S22	E50	1F
1658	1989-10-22	13:11:00		13:15:00		13:23:00		S28	W28	SF
1659	1989-10-22	13:31:00		13:47:00		14:07:00		S28	W28	SF
1660	1989-10-22	14:03:00		14:07:00		14:23:00		S21	W39	SF
1661	1989-10-22	14:29:00		14:35:00		14:41:00		S29	W27	SF
1662	1989-10-22	15:20:00	E	15:20:00	U	15:27:00	D	S14	W32	SF
1663	1989-10-23	07:26:00	E	00:00:00		08:00:00		S30	W35	SN
1664	1989-10-23	08:07:00		08:14:00		08:25:00		S16	W43	SF
1665	1989-10-23	08:57:00		09:05:00		09:17:00		N12	W78	SN
1666	1989-10-23	09:42:00		09:46:00		09:50:00		S24	W45	SF
1667	1989-10-23	11:04:00		11:04:00		11:08:00		S27	W39	SN
1668	1989-10-23	11:15:00		11:19:00		11:51:00		S24	W46	SN
1669	1989-10-23	12:04:00		12:04:00		12:08:00		S14	E50	SF
1670	1989-10-23	12:36:00		12:44:00		13:44:00		S28	W41	2B
1671	1989-10-23	13:55:00		13:55:00		13:59:00		N14	W81	SF
1672	1989-10-23	14:03:00		14:10:00		14:28:00	D	S26	W45	SF
1673	1989-10-23	14:10:00		14:24:00		14:28:00	D	N13	W84	SF
1674	1989-10-24	10:52:00		10:56:00		11:04:00		S29	W56	SF
1675	1989-10-24	11:16:00		11:20:00		11:37:00		S29	W56	SF
1676	1989-10-24	14:00:00		14:00:00		14:04:00		S28	W54	SF
1677	1989-10-25	08:34:00		08:34:00		08:38:00		S25	W70	SF
1678	1989-10-25	10:09:00		10:09:00		10:13:00		S24	W70	SF
1679	1989-10-25	10:13:00		10:13:00		10:13:00		S19	W64	SF
1680	1989-10-25	11:20:00		11:24:00		11:31:00		S17	W68	SF
1681	1989-10-25	14:06:00		14:10:00		14:19:00		S26	W64	SF
1682	1989-10-25	14:39:00		14:43:00		14:46:00	D	S25	W70	1F
1683	1989-10-26	11:15:00		11:15:00		11:19:00		S25	W75	SF
1684	1989-10-26	11:55:00		11:55:00		11:59:00		S25	W75	SF
1685	1989-10-26	12:07:00		12:07:00		12:15:00		S27	W75	SF
1686	1989-10-27	11:32:00		11:37:00		12:26:00		S32	W74	1F
1687	1989-10-28	08:49:00		09:04:00	U	09:42:00		N20	E20	SF
1688	1989-11-01	09:50:00		09:54:00		10:25:00		N22	E41	SF
1689	1989-11-02	08:09:00		08:13:00		08:20:00		N27	E21	SF
1690	1989-11-02	10:17:00		10:21:00		10:32:00		N17	E79	SF
1691	1989-11-02	10:54:00		10:57:00		11:15:00		N19	E73	SF
1692	1989-11-02	11:08:00		11:12:00		11:22:00		N25	E29	SF
1693	1989-11-02	11:45:00		11:49:00		12:00:00		N18	E74	SF
1694	1989-11-02	12:19:00		12:51:00		13:25:00		N19	E73	2B
1695	1989-11-02	12:41:00		12:44:00		12:59:00		N26	E20	SF
1696	1989-11-02	13:25:00		13:25:00		13:37:00	D	N26	E26	SF
1697	1989-11-03	07:21:00		07:21:00		07:28:00		N22	E14	SF
1698	1989-11-03	07:32:00		07:32:00		07:43:00		N26	E09	SF
1699	1989-11-07	12:06:00		12:10:00		12:25:00		N16	E09	SF
1700	1989-11-07	12:32:00		12:36:00		12:44:00		N25	W33	SF
1701	1989-11-07	12:40:00		12:47:00		13:03:00	D	N12	E18	SF
1702	1989-11-07	12:44:00		12:44:00		12:47:00		N20	W76	SF
1703	1989-11-07	12:51:00		12:51:00		13:03:00	D	N20	W49	SF
1704	1989-11-07	13:23:00		13:23:00		13:40:00		N17	E30	SF
1705	1989-11-08	09:16:00		09:16:00		09:20:00		N19	E28	SF
1706	1989-11-08	11:19:00		11:22:00		11:30:00		N20	E26	SF
1707	1989-11-08	11:57:00		12:01:00		12:13:00		N19	W85	SN
1708	1989-11-08	12:46:00		12:50:00		13:08:00	D	N14	E17	SF
1709	1989-11-11	07:10:00	E	07:12:00		07:25:00		N19	W13	SF
1710	1989-11-11	08:56:00		09:00:00		09:30:00		N15	E37	1F
1711	1989-11-11	09:44:00		09:50:00		10:31:00		N15	E25	SF
1712	1989-11-11	10:54:00		10:54:00		10:58:00		N11	W41	SF
1713	1989-11-11	11:02:00		11:02:00		11:05:00		N18	W22	SF
1714	1989-11-11	12:07:00		12:07:00		12:19:00		N18	W22	SF
1715	1989-11-11	12:29:00		12:33:00		13:08:00		N18	W22	SF
1716	1989-11-11	12:41:00		12:41:00		12:52:00		N24	W85	SF
1717	1989-11-11	13:08:00		13:12:00		13:37:00		N22	W46	SF
1718	1989-11-11	13:51:00		13:55:00		14:03:00		N16	E36	SF
1719	1989-11-11	14:22:00		14:22:00		14:31:00		N21	E02	SF
1720	1989-11-12	07:56:00		07:56:00		08:15:00		S32	E62	SF
1721	1989-11-12	08:05:00		08:12:00		08:21:00		N12	E13	SN
1722	1989-11-12	08:50:00		08:57:00		09:11:00		S18	E52	SN
1723	1989-11-12	09:00:00		09:11:00		09:59:00		N14	E12	2N
1724	1989-11-12	09:11:00		09:11:00		09:11:00		N11	W47	SF
1725	1989-11-12	10:10:00		10:28:00		10:57:00		N12	E20	SF
1726	1989-11-12	11:15:00		11:15:00		11:38:00		N18	W32	SN
1727	1989-11-12	11:27:00		11:30:00		11:51:00		S18	E48	1F
1728	1989-11-12	11:34:00		11:41:00		11:48:00		N15	W56	SF
1729	1989-11-12	12:30:00		12:37:00		12:58:00		N19	W33	SF
1730	1989-11-12	13:02:00		13:02:00		13:09:00		N20	W41	SF
1731	1989-11-12	13:02:00		13:02:00		13:24:00		N13	E13	SF
1732	1989-11-12	13:06:00		13:09:00		13:51:00		N11	E19	SN
1733	1989-11-13	08:44:00		08:47:00		08:52:00		N17	W37	SF
1734	1989-11-13	10:27:00		10:27:00		10:32:00		S17	E39	SF
1735	1989-11-13	10:51:00		10:54:00		10:58:00		S24	E20	SF
1736	1989-11-13	11:40:00		11:40:00		11:44:00		N16	W50	SF
1737	1989-11-13	11:54:00		11:54:00		12:21:00		N11	W58	SF
1738	1989-11-13	12:21:00		12:21:00		12:25:00		N13	W00	SF
1739	1989-11-13	12:40:00		12:50:00		13:02:00		N14	W54	SF
1740	1989-11-13	12:40:00		12:50:00		13:09:00		N11	W60	SF
1741	1989-11-13	12:50:00		12:50:00		12:54:00		N07	W75	SF
1742	1989-11-13	14:24:00		14:24:00		14:31:00	D	N11	W69	SF
1743	1989-11-13	14:27:00		14:31:00	U	14:31:00	D	N17	W51	SF
1744	1989-11-14	11:28:00		11:28:00		11:36:00		N12	W15	SF
1745	1989-11-14	14:18:00		14:21:00		14:34:00	D	N10	W16	SF
1746	1989-11-14	14:21:00		14:21:00		14:34:00	D	N18	W62	SF
1747	1989-11-15	09:25:00		09:25:00		09:58:00		N12	W27	SN
1748	1989-11-15	10:38:00		10:38:00		10:42:00		N19	W66	SF
1749	1989-11-15	11:03:00		11:07:00		11:10:00		N17	W77	SF
1750	1989-11-15	11:45:00		11:45:00		12:16:00		N10	W27	SN
1751	1989-11-15	12:12:00		12:12:00		12:30:00		N18	W71	SF
1752	1989-11-15	12:26:00		12:26:00		12:37:00		S20	E10	SF
1753	1989-11-15	12:49:00		12:49:00		12:57:00		N11	W28	SF
1754	1989-11-15	13:51:00		13:51:00		13:59:00		N16	W23	SF
1755	1989-11-16	10:12:00		10:12:00		10:33:00		N11	W39	SF
1756	1989-11-16	10:40:00		10:43:00		10:51:00		N14	W45	SF
1757	1989-11-16	11:02:00		11:02:00		11:24:00		S28	E14	SN
1758	1989-11-16	11:56:00		12:03:00		12:17:00		S23	W00	SF
1759	1989-11-16	13:16:00		13:23:00		14:29:00	D	N11	W42	2N
1760	1989-11-19	08:57:00		08:57:00		09:09:00		S24	W33	SF
1761	1989-11-19	09:13:00		09:17:00		09:20:00		N23	E39	SF
1762	1989-11-19	09:27:00		09:43:00		10:03:00		N22	E37	SF
1763	1989-11-19	10:43:00		10:46:00		10:51:00	D	N19	E48	SF
1764	1989-11-20	08:39:00		08:43:00		08:46:00		S28	W39	SF
1765	1989-11-20	08:57:00		09:01:00		09:09:00		S28	W39	SF
1766	1989-11-20	09:17:00		09:38:00		09:45:00		S26	W38	SF
1767	1989-11-20	10:58:00		10:58:00		11:10:00		S24	W41	SF
1768	1989-11-20	14:14:00	E	14:22:00	U	14:22:00	D	S28	W41	SN
1769	1989-11-20	14:18:00		14:18:00		14:22:00	D	N21	E34	SF
1770	1989-11-21	09:28:00	E	00:00:00		09:42:00		S28	W51	SN
1771	1989-11-21	10:45:00		10:49:00		11:12:00		N18	E19	SF
1772	1989-11-21	11:03:00		11:12:00		11:32:00		N21	E22	SF
1773	1989-11-21	12:53:00		12:57:00		13:01:00		S26	W50	SF
1774	1989-11-21	13:34:00		13:49:00		14:20:00	D	S25	W50	2N
1775	1989-11-23	10:08:00		10:08:00		10:25:00		N20	W07	SF
1776	1989-11-23	12:40:00		12:44:00		12:48:00		N18	W08	SF
1777	1989-11-23	12:56:00		13:04:00		13:08:00		S22	W78	SF
1778	1989-11-23	13:00:00		13:04:00		13:24:00		N19	W12	SF
1779	1989-11-24	08:16:00		08:19:00		08:30:00		N20	W29	SF
1780	1989-11-24	10:58:00		10:58:00		11:05:00		N28	E25	SF
1781	1989-11-24	11:57:00		12:01:00		12:20:00		S13	E13	SF
1782	1989-11-24	12:47:00		12:47:00		13:05:00		N29	E25	SF
1783	1989-11-24	12:51:00		12:55:00		13:09:00		N08	W25	SF
1784	1989-11-25	08:29:00		08:32:00		08:54:00		S17	W26	SF
1785	1989-11-26	08:45:00		08:48:00		09:07:00		N19	E57	SN
1786	1989-11-26	10:00:00		10:04:00		10:19:00		S22	E85	SF
1787	1989-11-27	08:59:00		08:59:00		09:07:00	D	N28	W15	SF
1788	1989-11-27	10:29:00		10:29:00		10:33:00		N19	W58	SF
1789	1989-11-27	11:31:00		11:31:00		11:38:00		S14	W00	SF
1790	1989-11-27	12:00:00		12:04:00		12:05:00	D	S18	E72	SF
1791	1989-11-27	13:09:00		13:09:00		13:17:00		S20	E67	SF
1792	1989-11-27	13:17:00		13:17:00		13:24:00		N26	W15	SF
1793	1989-11-28	07:37:00		07:37:00		07:40:00		S13	W36	SF
1794	1989-11-28	08:36:00		08:36:00		08:47:00		S07	W37	SF
1795	1989-11-28	10:13:00		10:23:00		11:50:00		N26	W25	1F
1796	1989-11-28	11:54:00		11:57:00		12:07:00		N15	E28	SF
1797	1989-11-28	13:35:00		13:39:00		13:43:00	D	N15	E26	SF
1798	1989-11-28	13:39:00		13:39:00		13:43:00	D	S18	E56	SF
1799	1989-11-29	09:12:00		09:16:00		09:26:00		S16	E37	SF
1800	1989-11-29	10:24:00		10:28:00		11:04:00		N25	W35	SF
1801	1989-11-29	11:45:00		11:49:00		11:56:00		N28	W40	SF
1802	1989-11-29	11:45:00		12:08:00		12:19:00		S04	W55	SF
1803	1989-11-30	08:18:00		08:28:00		08:45:00		N15	E03	SF
1804	1989-11-30	08:53:00		08:57:00		09:05:00		N29	W51	SF
1805	1989-11-30	08:57:00		09:12:00		09:25:00		N19	W62	SF
1806	1989-11-30	09:54:00		10:02:00		10:19:00		N23	W55	SF
1807	1989-11-30	11:14:00		11:18:00		11:33:00		N20	W06	SF
1808	1989-11-30	11:26:00		11:26:00		11:30:00		N26	W48	SF
1809	1989-11-30	11:45:00		12:28:00		14:10:00	D	N27	W51	3N
1810	1989-11-30	14:06:00		14:06:00		14:10:00	D	N12	E61	SN
1811	1989-12-01	07:04:00	E	07:08:00		07:34:00		N15	W20	SF
1812	1989-12-01	07:42:00		07:42:00		07:50:00		S04	W78	SF
1813	1989-12-01	11:03:00		11:05:00		11:13:00		N20	W78	SF
1814	1989-12-01	12:10:00		12:10:00		12:14:00		N23	W66	SF
1815	1989-12-01	12:14:00		12:17:00		12:24:00		N14	W24	SF
1816	1989-12-02	08:04:00		08:15:00		08:26:00		N14	W36	SF
1817	1989-12-02	10:13:00		10:13:00		10:25:00		N20	W36	SF
1818	1989-12-02	12:29:00		12:29:00		12:48:00		N21	W39	SN
1819	1989-12-03	08:20:00		08:20:00		08:27:00		S19	W17	SF
1820	1989-12-03	09:25:00		09:32:00		09:38:00		N18	W49	SF
1821	1989-12-03	11:47:00		11:53:00		12:01:00		N22	E62	SF
1822	1989-12-03	12:21:00		12:25:00		12:33:00		S18	W19	SF
1823	1989-12-04	08:52:00		08:58:00		09:11:00		N15	E41	SF
1824	1989-12-04	09:26:00		09:45:00		10:26:00		S17	W03	SF
1825	1989-12-04	12:18:00		12:18:00		12:40:00		S10	W35	SF
1826	1989-12-05	10:09:00		10:09:00		10:16:00		N16	E38	SF
1827	1989-12-05	12:26:00		12:30:00		12:48:00		N10	W09	SF
1828	1989-12-06	07:39:00		07:42:00		07:46:00		N19	W85	SF
1829	1989-12-06	08:54:00		08:57:00		09:05:00		S15	W08	SF
1830	1989-12-06	09:53:00		09:57:00		10:19:00		S12	W59	SF
1831	1989-12-06	10:01:00		10:01:00		10:08:00		N10	W18	SF
1832	1989-12-06	10:46:00		10:46:00		10:53:00		S15	W58	SF
1833	1989-12-06	11:51:00		11:51:00		11:55:00		N21	W64	SF
1834	1989-12-06	12:02:00		12:02:00		12:10:00		S11	W30	SF
1835	1989-12-06	12:58:00		13:02:00		13:06:00		N12	W23	SF
1836	1989-12-06	13:06:00		13:06:00		13:10:00		S11	W31	SF
1837	1989-12-06	13:44:00		00:00:00		13:44:00	D	S15	W59	SF
1838	1989-12-07	10:24:00		10:24:00		10:30:00		N25	W40	SF
1839	1989-12-09	08:21:00		08:46:00		09:19:00		N21	W13	1F
1840	1989-12-11	11:07:00		11:11:00		11:26:00		S25	E24	SF
1841	1989-12-11	13:09:00		13:09:00		13:20:00		N21	W42	SF
1842	1989-12-12	09:42:00		09:42:00		09:46:00		N17	W52	SF
1843	1989-12-12	10:55:00		10:55:00		11:03:00		N19	W52	SN
1844	1989-12-16	10:25:00		10:25:00		10:32:00		N12	E32	SF
1845	1989-12-18	07:45:00	E	07:45:00		07:49:00		N17	E48	SF
1846	1989-12-18	08:19:00		08:19:00		08:23:00	D	N33	W52	SF
1847	1989-12-18	10:36:00		10:36:00		10:40:00		S10	W43	SF
1848	1989-12-23	12:20:00		12:20:00		12:27:00		S29	W27	SF
1849	1989-12-23	13:09:00		13:13:00		13:21:00		S12	E72	SF
1850	1989-12-23	13:17:00		13:17:00		13:39:00		N28	E76	1F
1851	1989-12-24	13:56:00	E	00:00:00		13:56:00	D	S29	W41	1F
1852	1989-12-28	08:11:00		08:11:00		08:21:00		S27	W07	SF
1853	1989-12-28	08:46:00		08:46:00		08:49:00		N25	E11	SF
1854	1989-12-28	09:54:00		10:01:00		10:37:00		S08	E17	SF
1855	1989-12-28	10:05:00		10:05:00		10:08:00		N25	E12	SF
1856	1989-12-28	10:37:00		10:44:00		10:57:00		N27	E11	SF
1857	1989-12-28	13:04:00		13:12:00		13:38:00		S19	E34	SF
1858	1989-12-29	07:57:00	E	07:57:00	U	08:27:00		S18	E23	SF
1859	1989-12-29	08:40:00		08:40:00		08:53:00		S30	W26	SF
1860	1989-12-29	09:23:00		09:27:00		09:44:00		S08	W00	SF
1861	1989-12-29	11:00:00		11:03:00		11:30:00		S17	E21	1N
1862	1989-12-30	13:37:00		13:40:00		13:48:00		N14	E53	SF
1863	1989-12-31	09:36:00		09:45:00		10:17:00		S27	W51	2N
1864	1989-12-31	13:12:00		13:20:00		14:00:00	D	N25	W43	SN
1865	1989-12-31	13:16:00		13:16:00		13:24:00		N23	W27	SF
1866	1990-01-01	08:14:00		08:18:00		08:30:00		N14	E40	SF
1867	1990-01-01	08:45:00		08:52:00		08:56:00		N23	W48	SF
1868	1990-01-01	08:49:00		08:49:00		08:56:00		S18	W19	SF
1869	1990-01-01	09:43:00		09:43:00		09:55:00		N21	W49	SF
1870	1990-01-01	10:02:00		10:06:00		10:56:00		N24	W54	SF
1871	1990-01-01	11:25:00		11:29:00		11:36:00		N22	W51	SF
