flare_key	date	begin	begin_m	max	max_m	end	end_m	latitude	longitude	type
5842	1999-05-03	08:05:00	E	08:05:00	U	08:18:00		N19	E45	SF
5843	1999-05-03	08:31:00		08:31:00		08:35:00		N20	E41	SF
5844	1999-05-03	09:34:00		09:34:00		09:39:00		N13	E21	SF
5845	1999-05-03	10:21:00	E	10:21:00	U	10:25:00		N21	W57	SF
5846	1999-05-03	12:56:00	E	12:56:00	U	13:00:00		N21	W58	SF
5847	1999-05-03	15:36:00		15:40:00		15:44:00		N20	W58	SF
5848	1999-05-08	08:51:00		08:51:00		08:55:00		S19	E43	SF
5849	1999-05-08	10:15:00		10:15:00		10:19:00		N14	W43	SF
5850	1999-05-10	07:55:00		07:55:00		08:07:00		N28	W14	SF
5851	1999-05-10	09:15:00		09:19:00		09:47:00		S25	E06	SF
5852	1999-05-10	13:46:00		13:46:00		13:50:00		N25	E70	SF
5853	1999-05-18	10:42:00		10:47:00		10:55:00		S15	W78	SF
5854	1999-05-18	13:06:00	E	13:06:00	U	13:15:00	D	S21	E43	SF
5855	1999-05-23	07:33:00	E	07:42:00		07:58:00	D	N41	W25	SF
5856	1999-05-24	06:20:00		06:20:00		06:32:00		N28	E30	SF
5857	1999-05-24	06:28:00		06:28:00		06:32:00		S15	E18	SF
5858	1999-05-24	06:32:00		06:32:00		06:36:00		S14	E24	SF
5859	1999-05-24	07:22:00		07:22:00		07:29:00	D	S15	E17	SF
5860	1999-05-24	08:12:00		08:12:00		08:16:00		N31	E30	SF
5861	1999-05-24	09:02:00		09:02:00		09:18:00		N21	E74	SF
5862	1999-05-24	10:22:00		10:22:00		10:26:00		N20	E70	SF
5863	1999-05-24	13:54:00		13:54:00		13:58:00		S14	E15	SF
5864	1999-05-25	06:05:00		06:05:00		06:09:00		S15	E06	SF
5865	1999-05-25	06:57:00		07:05:00		07:13:00		N13	E76	SF
5866	1999-05-25	07:53:00		07:57:00		08:01:00		S16	E03	SF
5867	1999-05-25	08:33:00		08:33:00		08:45:00		S15	E03	SF
5868	1999-05-25	09:13:00		09:13:00		09:17:00		S15	E03	SF
5869	1999-05-26	08:24:00	E	08:24:00	U	08:28:00		N37	W60	SF
5870	1999-05-26	08:57:00		08:57:00		09:09:00		N18	E48	SF
5871	1999-05-27	07:48:00		07:48:00		07:52:00		N15	E48	SF
5872	1999-05-27	08:48:00		08:48:00		08:52:00		S27	E76	SF
5873	1999-05-27	09:24:00		09:24:00		09:28:00		N31	W06	SF
5874	1999-05-27	15:34:00	E	15:34:00	U	15:38:00	D	S23	E77	SF
5875	1999-05-28	09:26:00		09:26:00		09:38:00		N25	E11	SF
5876	1999-05-29	09:15:00		09:15:00		09:19:00		N24	W03	SF
5877	1999-05-29	10:35:00		10:35:00		10:39:00		N18	E64	SF
5878	1999-05-29	13:03:00		13:07:00		13:11:00		N19	E05	SF
5879	1999-05-31	08:07:00		08:11:00		08:23:00		S18	E31	SF
5880	1999-05-31	09:35:00		09:39:00		09:51:00		N17	W28	SF
5881	1999-07-02	05:18:00	E	05:22:00		05:30:00		N18	W33	SF
5882	1999-07-02	07:22:00		07:22:00		07:30:00		S16	W32	SF
5883	1999-07-02	07:46:00		07:50:00		07:54:00		N18	W34	SF
5884	1999-07-02	11:25:00	E	00:00:00		11:25:00	D	N18	E79	SF
5885	1999-07-02	12:12:00	E	00:00:00		12:32:00	D	N15	W38	SF
5886	1999-07-02	17:18:00		17:22:00		17:26:00		S15	W41	SF
5887	1999-07-03	06:16:00		06:16:00		06:20:00		S15	W49	SF
5888	1999-07-03	07:20:00		07:24:00		07:36:00		S25	W13	SF
5889	1999-07-03	07:28:00		07:28:00		07:32:00		S28	E59	SF
5890	1999-07-03	07:52:00		07:52:00		07:56:00		S15	W50	SN
5891	1999-07-03	08:24:00		08:28:00		08:32:00		S17	W40	SF
5892	1999-07-03	09:00:00		09:04:00		09:20:00		S30	W14	SF
5893	1999-07-03	11:20:00		11:20:00		11:28:00		S13	W30	SF
5894	1999-07-03	14:08:00		14:12:00		14:28:00		N25	E67	SF
5895	1999-07-03	14:48:00		14:48:00		14:52:00		N12	W61	SF
5896	1999-07-03	15:04:00		15:04:00		15:12:00		N28	W79	SF
5897	1999-07-04	06:04:00		06:04:00		06:28:00		S24	W25	SF
5898	1999-07-04	07:28:00		07:32:00		07:40:00		N14	W48	SF
5899	1999-07-04	08:24:00		08:28:00		09:00:00		S24	W24	1F
5900	1999-07-04	09:24:00		09:24:00		09:32:00		S24	W30	SF
5901	1999-07-04	11:32:00		11:32:00		11:40:00		S24	W24	SF
5902	1999-07-04	11:36:00		11:44:00		12:00:00		N21	E31	SF
5903	1999-07-04	11:44:00		11:48:00		11:56:00		S26	W28	SF
5904	1999-07-04	12:28:00		12:32:00		12:40:00	D	S17	W55	SF
5905	1999-07-05	05:04:00	E	00:00:00		05:40:00		N18	E30	SF
5906	1999-07-05	07:00:00		07:00:00		07:08:00		S25	W36	SF
5907	1999-07-05	08:04:00		08:04:00		08:16:00		S17	W68	SF
5908	1999-07-05	11:56:00		12:00:00		12:24:00		S26	W39	SF
5909	1999-07-05	14:19:00		14:23:00		14:27:00	D	N16	E20	SF
5910	1999-07-05	14:49:00	E	14:49:00	U	15:06:00	D	N16	W77	SF
5911	1999-07-05	14:49:00	E	14:49:00	U	15:06:00	D	S26	W40	SF
5912	1999-07-05	15:57:00	E	00:00:00		15:57:00		N21	W79	SF
5913	1999-07-05	15:57:00	E	00:00:00		15:57:00		N15	W65	SF
5914	1999-07-05	16:13:00	E	16:13:00	U	16:17:00		N15	W65	SF
5915	1999-07-05	16:49:00		16:49:00		16:53:00		N16	E20	SF
5916	1999-07-06	08:04:00		08:08:00		08:16:00		N18	E21	SF
5917	1999-07-08	05:28:00		05:28:00		05:40:00	D	N17	W22	SF
5918	1999-07-08	06:47:00	E	06:51:00		06:59:00		S27	W86	SF
5919	1999-07-13	08:54:00		08:54:00		09:06:00		S20	W72	SF
5920	1999-07-13	09:02:00		09:02:00		09:10:00		S15	E10	SF
5921	1999-07-13	10:47:00		10:47:00		10:55:00		S15	E09	SF
5922	1999-07-13	11:03:00		11:07:00		11:23:00		S15	E09	SF
5923	1999-07-13	12:59:00		13:03:00		13:07:00		N17	E03	SF
5924	1999-07-16	07:41:00		07:41:00		07:49:00		S18	W42	SF
5925	1999-07-18	07:41:00		07:50:00		08:06:00	D	N18	E81	SF
5926	1999-07-19	08:19:00		08:35:00		10:58:00		N21	E58	2N
5927	1999-07-19	08:23:00		08:27:00		08:31:00		N19	W74	SF
5928	1999-07-19	13:14:00		13:22:00		13:42:00		N22	E54	SF
5929	1999-07-19	14:59:00		14:59:00		15:03:00		N20	E56	SF
5930	1999-07-20	08:19:00		08:23:00		08:31:00		S12	W70	SF
5931	1999-07-20	09:19:00		09:27:00		09:47:00		N38	W17	SF
5932	1999-07-20	09:27:00		09:27:00		09:43:00		N23	E51	SF
5933	1999-07-20	09:55:00		09:55:00		09:59:00		N20	E52	SF
5934	1999-07-20	10:07:00		10:07:00		10:15:00		N20	E52	SF
5935	1999-07-20	13:27:00		13:32:00		13:40:00		N19	E43	SF
5936	1999-07-20	17:10:00		17:10:00		17:22:00		N20	E46	SF
5937	1999-07-21	07:33:00		07:49:00		07:57:00		S21	E80	SF
5938	1999-07-21	08:31:00		08:31:00		08:31:00		N19	E31	SF
5939	1999-07-23	10:32:00	E	10:32:00	U	10:52:00		N20	E16	SF
5940	1999-07-23	12:35:00	E	12:47:00		12:51:00	D	N24	E03	SF
5941	1999-07-24	07:14:00		07:22:00		07:34:00		N20	W02	SF
5942	1999-07-24	07:34:00		07:46:00		08:18:00		N25	W09	SF
5943	1999-07-24	07:46:00		07:50:00		07:58:00		N21	W06	SF
5944	1999-07-24	07:58:00		07:58:00		08:14:00		S26	E76	SF
5945	1999-07-26	06:21:00	E	06:25:00		07:05:00	D	S21	E55	SF
5946	1999-07-27	07:38:00		07:42:00		07:54:00		N12	W51	SF
5947	1999-07-27	08:54:00		08:58:00		09:14:00		S26	E45	SF
5948	1999-07-27	09:50:00		09:50:00		09:54:00		S17	E47	SF
5949	1999-07-27	10:42:00		10:42:00		10:46:00		S30	E40	SF
5950	1999-07-27	12:42:00		12:46:00		13:06:00		N25	E78	SF
5951	1999-07-27	13:10:00		13:22:00	U	13:22:00	D	N25	W50	1N
5952	1999-07-30	07:18:00		07:18:00		07:26:00		N24	E42	SF
5953	1999-07-30	08:50:00		08:54:00		09:06:00	D	N24	E44	SN
5954	1999-07-30	10:36:00	E	10:36:00	U	10:40:00		S27	E06	SF
5955	1999-07-30	12:53:00		12:57:00		13:05:00		N23	E40	SF
5956	1999-07-30	14:17:00		14:21:00		14:29:00		N23	E41	SF
5957	1999-07-30	15:06:00		15:06:00		15:10:00	D	S30	E13	SF
5958	1999-07-30	15:32:00	E	00:00:00		16:15:00		S14	W25	1F
5959	1999-07-30	15:59:00		16:07:00		16:19:00		N24	E40	1N
5960	1999-07-31	05:54:00	E	00:00:00		06:06:00		S20	E48	SF
5961	1999-07-31	07:06:00		07:10:00		07:42:00		N18	E36	SF
5962	1999-07-31	09:26:00		09:34:00		10:26:00		N25	E31	SF
5963	1999-08-01	06:35:00		06:39:00		06:47:00		S24	E21	SF
5964	1999-08-01	06:43:00		06:47:00		06:51:00		S22	W29	SF
5965	1999-08-01	06:43:00		06:51:00		06:55:00		S25	W22	SF
5966	1999-08-01	08:15:00		08:15:00		08:23:00		S25	W22	SF
5967	1999-08-01	08:15:00		08:15:00		08:27:00		S29	W13	SF
5968	1999-08-01	08:35:00		08:35:00		08:51:00		S18	W24	SF
5969	1999-08-01	09:07:00		09:07:00		09:11:00		S23	W22	SF
5970	1999-08-01	09:47:00		09:47:00		09:55:00	D	S24	W30	SF
5971	1999-08-02	06:29:00		06:29:00		06:33:00		N26	E01	SN
5972	1999-08-02	15:35:00		15:35:00		15:46:00		S18	W41	SF
5973	1999-08-02	15:50:00		15:50:00		15:54:00	D	N18	E23	SF
5974	1999-08-03	07:21:00		07:21:00		07:46:00		N21	W02	SF
5975	1999-08-03	08:10:00		08:10:00		08:14:00		S19	W49	SF
5976	1999-08-03	08:42:00		08:42:00		08:46:00		S19	W51	SN
5977	1999-08-04	10:38:00	E	10:46:00		11:14:00		S28	E51	SF
5978	1999-08-04	11:42:00		11:50:00		12:16:00		N20	W00	SF
5979	1999-08-04	11:55:00		12:03:00		12:16:00		S30	W62	1F
5980	1999-08-04	12:20:00		12:24:00		12:32:00	D	S26	W61	SF
5981	1999-08-04	15:22:00	E	00:00:00		15:22:00	D	N27	W22	SF
5982	1999-08-05	08:01:00		08:05:00		08:09:00		S22	W75	SF
5983	1999-08-05	15:15:00	E	00:00:00		15:15:00	D	S17	W77	SF
5984	1999-08-06	08:07:00		08:07:00		08:15:00		S30	W77	SF
5985	1999-08-06	13:45:00		13:53:00		14:09:00	D	N33	W55	SF
5986	1999-08-08	10:37:00		10:41:00		11:05:00	D	S14	E33	SF
5987	1999-08-09	11:33:00		11:33:00		11:41:00		S15	E26	SF
5988	1999-08-10	07:52:00		07:52:00		07:56:00		N14	W76	SF
5989	1999-08-14	07:33:00		07:41:00		07:49:00		S14	W36	SF
5990	1999-08-14	09:40:00		09:40:00		09:44:00		S15	W43	SF
5991	1999-08-14	10:15:00	E	00:00:00		10:15:00	D	S14	W38	SF
5992	1999-08-15	06:53:00		06:57:00		07:01:00		N23	E65	SF
5993	1999-08-15	07:53:00		07:58:00		08:26:00		N25	E67	SF
5994	1999-08-15	12:58:00		12:58:00		13:02:00		N21	E63	SF
5995	1999-08-15	13:21:00		13:26:00		13:30:00		N26	E66	SF
5996	1999-08-16	11:49:00		11:49:00		11:57:00		N22	E51	SF
5997	1999-08-17	13:59:00	E	13:59:00	U	14:15:00	D	N25	E39	SF
5998	1999-08-22	15:48:00		15:52:00		16:00:00		S26	E44	SF
5999	1999-08-25	15:33:00	E	15:33:00	U	15:41:00		S23	E23	SF
6000	1999-08-25	16:25:00		16:25:00		16:29:00		S28	E05	SF
6001	1999-08-28	08:58:00		08:58:00		09:06:00		S30	W30	SF
6002	1999-08-28	11:18:00		11:22:00		12:08:00	D	N27	E29	SF
6003	1999-08-28	11:44:00		12:02:00		12:08:00	D	N19	E33	SF
6004	1999-09-06	12:11:00	E	00:00:00		12:16:00	D	N18	W35	SF
6005	1999-09-07	10:03:00		10:03:00		10:11:00		N16	W77	SF
6006	1999-09-09	11:31:00		11:35:00		11:43:00		S25	E48	SF
6007	1999-09-10	06:28:00		06:28:00		06:40:00		N12	E51	SF
6008	1999-09-10	09:16:00		09:16:00		09:24:00		S29	E44	SF
6009	1999-09-10	10:36:00		10:36:00		10:36:00		S29	E37	SF
6010	1999-09-10	11:16:00		11:16:00		11:20:00		S28	E45	SF
6011	1999-09-10	11:44:00		11:44:00		11:48:00		S25	E37	SF
6012	1999-09-11	13:24:00		13:28:00		13:32:00		S27	E27	SF
6013	1999-09-11	14:44:00		14:44:00		15:08:00		N15	E32	SF
6014	1999-09-12	06:22:00	E	00:00:00		06:30:00		N22	E26	SF
6015	1999-09-12	06:30:00		06:47:00		06:59:00		N21	E23	SF
6016	1999-09-12	06:51:00		06:51:00		06:59:00		N13	E03	SF
6017	1999-09-12	08:37:00		08:41:00		08:53:00		N22	E24	SF
6018	1999-09-13	07:07:00		07:11:00		07:31:00		N24	E15	SF
6019	1999-09-13	08:11:00		08:35:00		09:27:00		N23	E16	1F
6020	1999-09-14	06:30:00		06:38:00		06:42:00		N22	W06	SF
6021	1999-09-14	06:34:00		06:42:00		06:50:00		N22	W02	SF
6022	1999-09-14	12:02:00		12:02:00		12:34:00		S21	W38	SF
6023	1999-09-14	13:18:00		13:22:00		13:30:00		N13	W32	SF
6024	1999-09-14	13:58:00		14:02:00		14:14:00		N12	W30	SF
6025	1999-09-14	14:34:00		14:34:00		14:38:00		N14	E65	SF
6026	1999-09-14	16:07:00		16:07:00		16:11:00		N21	W03	SF
6027	1999-09-15	07:17:00		07:17:00		07:21:00		N19	W13	SF
6028	1999-09-15	07:45:00		07:45:00		07:49:00		S23	W23	SF
6029	1999-09-15	10:25:00		10:25:00		10:29:00		S31	W17	SF
6030	1999-09-15	11:37:00		11:37:00		11:41:00		N13	W45	SF
6031	1999-09-15	11:57:00		11:57:00		12:13:00		N09	E46	SF
6032	1999-09-15	12:17:00		12:21:00		12:25:00		N13	W45	SF
6033	1999-09-15	13:33:00		13:37:00		14:13:00		N10	E48	SF
6034	1999-09-16	11:07:00	E	11:07:00	U	11:11:00		N11	E37	SF
6035	1999-09-16	11:07:00	E	11:07:00	U	11:15:00		S29	W32	SF
6036	1999-09-16	11:31:00		11:35:00		11:43:00		N11	E37	SF
6037	1999-09-19	06:49:00	E	00:00:00		06:49:00	D	N23	W64	SF
6038	1999-09-22	07:06:00		07:10:00		07:22:00		N11	W41	SF
6039	1999-09-22	07:30:00		07:34:00		07:38:00		N10	W37	SF
6040	1999-09-22	08:30:00		08:30:00		08:34:00		N17	E45	SF
6041	1999-09-22	09:10:00		09:10:00		09:18:00		S08	E63	SF
6042	1999-09-22	09:34:00		09:38:00		09:46:00		S09	E63	SF
6043	1999-09-22	10:02:00		10:06:00		10:14:00		S09	E63	SF
6044	1999-09-23	07:16:00		07:16:00		07:20:00		N21	E42	SF
6045	1999-09-24	10:16:00		10:16:00		10:24:00		N21	E28	SF
6046	1999-09-25	13:22:00		13:22:00		13:26:00		N14	W78	SF
6047	1999-09-29	12:46:00		12:50:00		12:58:00		S16	E68	SF
6048	1999-10-01	09:51:00		09:51:00		09:59:00		N21	E82	SF
6049	1999-10-03	10:57:00		10:57:00		11:01:00	D	S16	E63	SF
6050	1999-10-06	11:29:00	E	00:00:00		11:29:00	D	S21	E25	SF
6051	1999-10-08	12:43:00		12:51:00		13:59:00		N15	E10	1F
6052	1999-10-08	13:27:00		13:31:00		13:47:00		N22	E02	SF
6053	1999-10-09	11:28:00		11:32:00		11:40:00		N12	W03	SF
6054	1999-10-09	12:40:00		12:44:00		12:48:00		N15	W02	SF
6055	1999-10-09	12:52:00		12:52:00		13:16:00		N13	W03	SF
6056	1999-10-09	13:36:00		13:36:00		13:40:00		N19	E68	SF
6057	1999-10-10	13:53:00		13:53:00		14:05:00		N20	E56	SF
6058	1999-10-11	11:55:00		11:59:00		12:07:00		N11	E73	SF
6059	1999-10-13	14:28:00		14:32:00		14:40:00	D	N13	E42	SF
6060	1999-10-14	11:51:00	E	00:00:00		11:51:00	D	N11	E03	SF
6061	1999-10-14	12:40:00		12:40:00		12:48:00		N09	E11	SF
6062	1999-10-14	13:16:00		13:16:00		13:20:00		N13	E29	SF
6063	1999-10-15	15:01:00		15:01:00		15:13:00	D	N15	E18	1F
6064	1999-10-16	13:56:00		13:56:00		14:04:00		N24	W46	SF
6065	1999-10-16	14:40:00		14:44:00		14:44:00		N19	W29	SF
6066	1999-10-20	06:48:00	E	00:00:00		06:48:00	D	N16	W48	1F
6067	1999-10-22	09:15:00		09:15:00		09:23:00		N20	W77	SF
6068	1999-10-22	14:05:00		14:05:00		14:13:00		N20	W77	SF
6069	1999-10-24	07:56:00		07:56:00		08:04:00		N13	E82	SF
6070	1999-10-27	06:50:00		06:50:00		06:58:00		S14	W79	SF
6071	1999-10-27	09:02:00		09:02:00		09:18:00		S12	W15	SF
6072	1999-10-27	10:10:00		10:10:00		10:14:00		N07	E31	SF
6073	1999-10-27	11:02:00		11:06:00		11:14:00		N09	E31	SN
6074	1999-10-27	12:07:00		00:00:00		12:07:00	D	S12	W13	SF
6075	1999-10-27	13:24:00		13:24:00		13:36:00		S15	W83	SF
6076	1999-10-27	14:12:00		14:12:00		14:16:00		N10	E28	SF
6077	1999-10-28	10:28:00		10:28:00		10:32:00		N09	E68	SF
6078	1999-10-28	11:32:00		11:32:00		11:44:00		N09	E68	SF
6079	1999-10-28	12:20:00		12:28:00		12:44:00		N09	E66	SF
6080	1999-10-28	13:28:00		13:36:00		14:04:00		N10	E64	SF
6081	1999-10-31	07:19:00	E	00:00:00		07:39:00		S18	E24	SF
6082	1999-10-31	07:19:00	E	00:00:00		07:23:00		N10	E21	SF
6083	1999-10-31	12:48:00		12:48:00		12:56:00		N17	W16	SF
6084	1999-11-01	11:47:00		11:47:00		11:57:00	D	S18	E10	SF
6085	1999-11-01	13:09:00	E	13:09:00	U	13:24:00		N08	E05	SF
6086	1999-11-01	14:12:00		14:16:00		14:28:00		S19	E10	SF
6087	1999-11-02	09:42:00		09:50:00		10:06:00		S18	W03	SF
6088	1999-11-02	12:42:00		12:50:00		12:54:00		S18	W03	SF
6089	1999-11-05	11:12:00		11:16:00		11:40:00		N10	W40	SF
6090	1999-11-08	08:55:00		08:59:00		09:07:00		N13	E30	SF
6091	1999-11-08	09:55:00		09:55:00		10:03:00		N12	E29	SF
6092	1999-11-08	11:17:00	E	11:21:00		11:29:00	D	N12	E28	SF
6093	1999-11-08	13:16:00	E	13:20:00		13:24:00	D	N09	E52	SF
6094	1999-11-13	08:04:00		08:04:00		08:12:00		S15	E38	SN
6095	1999-11-13	10:32:00		10:32:00		10:40:00		S15	E37	SF
6096	1999-11-13	12:32:00		12:36:00		12:48:00		N19	W54	SF
6097	1999-11-13	12:52:00		12:52:00		12:56:00		S12	E50	SF
6098	1999-11-13	12:52:00		12:56:00		13:16:00		S18	E36	SF
6099	1999-11-14	07:56:00		08:00:00		08:32:00		S15	E31	2N
6100	1999-11-14	09:47:00		09:51:00		09:55:00		N18	E70	SF
6101	1999-11-18	12:30:00		12:30:00		12:34:00		N18	W14	SF
6102	1999-11-18	13:50:00		13:54:00		13:58:00	D	N15	E08	SF
6103	1999-11-20	08:47:00		08:51:00		08:55:00		S14	W66	SF
6104	1999-11-20	12:35:00		12:35:00		12:39:00		S14	W68	SF
6105	1999-11-22	12:23:00	E	12:28:00		12:32:00	D	S15	W69	SF
6106	1999-11-25	07:36:00		07:36:00		07:39:00		S13	E14	SF
6107	1999-11-25	08:19:00		08:27:00		08:31:00		S14	E15	SF
6108	1999-11-25	10:15:00		10:19:00		10:39:00		S13	E20	SF
6109	1999-11-25	10:55:00		10:55:00		10:59:00		S15	E12	SF
6110	1999-11-25	12:23:00		12:23:00		12:27:00		S14	E12	SF
6111	1999-11-25	13:11:00		13:11:00		13:15:00		S13	E13	SF
6112	1999-11-26	07:20:00	E	00:00:00		07:45:00		S12	W03	SF
6113	1999-11-26	08:45:00		08:53:00		09:25:00		S14	W54	SF
6114	1999-11-26	11:01:00		11:01:00		11:09:00		S16	W51	SF
6115	1999-11-26	13:41:00		00:00:00		14:05:00	D	S14	W56	2F
6116	1999-11-27	08:20:00		08:20:00		08:28:00		N04	W37	SF
6117	1999-11-27	12:08:00		12:16:00		13:20:00		S15	W66	2N
6118	1999-11-28	11:36:00		11:36:00		11:44:00		N04	W54	SF
6119	1999-11-28	12:57:00		12:57:00		13:09:00		N11	W05	SF
6120	1999-11-29	08:13:00		08:17:00		08:21:00		N09	W18	SF
6121	1999-11-29	08:41:00		08:49:00		09:44:00		S18	W00	1F
6122	1999-11-29	08:49:00		08:49:00		08:57:00		S13	W37	SF
6123	1999-11-29	10:12:00		10:20:00		10:36:00		S16	W35	SF
6124	1999-11-29	11:04:00		11:04:00		11:12:00		S14	W40	SF
6125	1999-11-30	08:29:00		08:33:00		08:41:00		N10	W33	SF
6126	1999-11-30	11:13:00		11:13:00		11:17:00		N09	W33	SF
6127	1999-11-30	12:17:00		12:21:00		12:25:00		N11	W32	SF
6128	1999-12-01	07:54:00		07:54:00		07:58:00	D	N07	W45	SF
6129	1999-12-02	09:50:00		10:02:00		10:14:00		N09	W62	SF
6130	1999-12-03	09:23:00		09:27:00		09:31:00		N08	E85	SF
6131	1999-12-06	07:18:00	E	07:18:00	U	07:50:00		N11	E42	2F
6132	1999-12-06	08:34:00		08:42:00		08:50:00		N12	E56	SF
6133	1999-12-06	09:42:00		09:50:00		09:58:00		N11	E55	SF
6134	1999-12-06	11:14:00		11:14:00		11:18:00		N10	E41	SF
6135	1999-12-07	10:17:00		10:17:00		10:25:00		S15	E78	SF
6136	1999-12-13	13:02:00		13:06:00		13:14:00		S14	E22	SF
6137	1999-12-17	07:57:00		07:57:00		08:01:00		S12	E29	SF
6138	1999-12-17	09:33:00		09:37:00		09:41:00		S12	E30	SN
6139	1999-12-17	09:57:00		10:09:00		10:17:00		S13	E30	SF
6140	1999-12-18	08:37:00	E	08:41:00		08:49:00		N19	E78	SF
6141	1999-12-18	10:32:00		10:32:00		13:06:00		N21	E72	SF
6142	1999-12-21	07:38:00		07:38:00		07:46:00		N19	E36	SF
6143	1999-12-21	08:34:00		08:34:00		08:50:00		N19	E36	SF
6144	1999-12-21	10:34:00		10:38:00		10:42:00		S16	W26	SF
6145	1999-12-21	13:42:00		13:50:00		13:58:00	D	N12	E34	SF
6146	1999-12-21	13:54:00		13:58:00	U	13:58:00	D	N19	E33	SF
6147	1999-12-22	09:18:00		09:18:00		09:26:00		N15	E15	SF
6148	1999-12-22	10:54:00		10:54:00		11:10:00		N23	E25	SN
6149	1999-12-22	13:48:00		13:52:00		13:56:00	D	S15	W51	SF
6150	1999-12-23	10:11:00		10:11:00		10:19:00		N23	E11	SF
6151	1999-12-23	11:07:00		11:07:00		11:23:00		N23	E11	SF
6152	1999-12-23	11:27:00		11:31:00		11:51:00		N11	E08	SF
6153	1999-12-24	12:42:00		12:46:00		12:50:00		N14	W13	SF
6154	1999-12-27	11:57:00		12:05:00		12:21:00		N22	W43	SN
6155	1999-12-27	13:49:00		13:49:00		13:57:00	D	N22	W40	SF
6156	1999-12-31	09:36:00		09:36:00		09:44:00		N37	E04	SF
6157	2000-01-03	10:46:00		10:46:00		10:50:00		N26	W54	SF
6158	2000-01-04	11:10:00		11:14:00		11:22:00		N36	W45	SF
6159	2000-01-06	08:49:00		08:49:00		08:53:00		N10	W11	SF
6160	2000-01-06	11:14:00		11:22:00		11:34:00		N19	W36	SF
6161	2000-01-07	09:29:00		09:31:00		09:41:00		N08	W30	SF
6162	2000-01-07	11:49:00		11:49:00		12:01:00		N09	W31	SF
6163	2000-01-07	13:05:00		13:05:00		13:25:00		N09	W32	SF
6164	2000-01-08	08:26:00		08:30:00		08:38:00		S10	E81	SF
6165	2000-01-08	10:18:00		10:22:00		10:26:00		S10	E81	SF
6166	2000-01-08	13:22:00		13:34:00		13:46:00		N09	W46	SF
6167	2000-01-13	12:43:00		12:43:00		12:47:00		S14	E29	SF
6168	2000-01-13	12:51:00		12:51:00		12:55:00		S11	E25	SF
6169	2000-01-13	13:43:00		13:43:00		13:55:00		S10	E25	SF
6170	2000-01-14	07:47:00		07:47:00		07:51:00		S14	W47	SF
6171	2000-01-14	12:28:00		00:00:00		12:28:00	D	S13	W55	SF
6172	2000-01-15	10:29:00		10:33:00		10:37:00		S14	W63	SF
6173	2000-01-15	11:53:00		12:01:00		12:45:00		S15	W64	SF
6174	2000-01-17	09:48:00		09:48:00		09:52:00		S17	E16	SF
6175	2000-01-17	11:40:00		11:40:00		11:44:00		S15	W41	SF
6176	2000-01-18	08:15:00		08:19:00		08:27:00		S14	W52	SF
6177	2000-01-19	11:20:00		11:20:00		11:24:00		N16	W25	SF
6178	2000-01-20	07:51:00		07:51:00		07:55:00		S08	W47	SF
6179	2000-01-20	08:19:00		08:23:00		08:47:00		S09	W46	SF
6180	2000-01-21	08:30:00		08:38:00		08:54:00		S06	W60	SF
6181	2000-01-21	11:38:00		11:46:00		12:18:00		S06	W62	SF
6182	2000-01-25	07:59:00		07:59:00		08:07:00		S30	E19	SF
6183	2000-01-26	11:09:00		11:36:00		12:46:00		S30	E14	SF
6184	2000-01-31	08:23:00		08:27:00		08:35:00		S29	W53	SF
6185	2000-01-31	10:19:00		10:19:00		10:31:00		N18	E80	SF
6186	2000-01-31	13:51:00		13:55:00		14:19:00		N18	E80	SF
6187	2000-02-02	09:45:00		09:45:00		09:49:00		S13	E46	SF
6188	2000-02-03	10:27:00		10:31:00		10:35:00		S08	W23	SF
6189	2000-02-03	12:05:00		12:05:00		12:13:00		S08	W23	SF
6190	2000-02-03	15:05:00		15:05:00		15:09:00		N24	E76	SF
6191	2000-02-04	09:06:00		09:06:00		09:10:00		S37	E57	SF
6192	2000-02-04	09:18:00		09:22:00		09:38:00	D	N25	E76	SF
6193	2000-02-04	15:15:00		00:00:00		15:15:00	D	N24	E72	SF
6194	2000-02-05	08:30:00	E	08:30:00	U	08:50:00		N25	E65	SF
6195	2000-02-05	08:50:00		08:54:00		09:06:00		N25	E63	SF
6196	2000-02-06	10:03:00		10:03:00		10:19:00		S39	E36	SF
6197	2000-02-06	11:59:00		12:07:00		12:35:00		N20	E00	SF
6198	2000-02-08	12:16:00		12:16:00		12:20:00		N23	E18	SF
6199	2000-02-08	12:32:00		12:36:00		12:52:00		N31	E21	SN
6200	2000-02-10	09:48:00		09:48:00		09:52:00		N07	W70	SF
6201	2000-02-13	13:03:00		13:07:00		13:47:00		S14	W48	SF
6202	2000-02-13	13:27:00		13:27:00		13:35:00		N25	W43	SF
6203	2000-02-14	10:05:00		10:05:00		10:21:00		S30	E50	SF
6204	2000-02-14	12:33:00		12:37:00		12:41:00		N26	W47	SF
6205	2000-02-14	13:33:00		13:33:00		13:41:00		N26	W46	SF
6206	2000-02-17	14:26:00		14:38:00		14:50:00		S25	W15	SF
6207	2000-02-18	08:42:00		08:42:00		08:50:00	D	S19	W27	SF
6208	2000-02-18	09:25:00		09:37:00		09:45:00		S16	W78	SF
6209	2000-02-20	07:23:00	E	07:23:00	U	07:35:00		S17	W47	SF
6210	2000-02-21	07:30:00		07:30:00		07:34:00		S19	W61	SF
6211	2000-02-21	07:50:00		00:00:00		07:50:00	D	S16	E79	SF
