1997/11/06 13:05:00	1997/11/07 02:55:00	8100	-18	63	490	W/06 &gt;1300	1997/11/06 11:55:00	X9	2b
1998/04/20 14:00:00	1998/04/21 12:05:00	8194	-43	90	1700	W/20 1007	1998/04/20 10:21:00	M1	epl
1998/05/02 14:20:00	1998/05/02 16:50:00	8210	-15	15	150	Halo/02 1406	1998/05/02 13:42:00	X1	3b
1998/05/06 08:45:00	1998/05/06 09:45:00	8210	-11	65	210	W/06 0829	1998/05/06 08:09:00	X2	1n
1998/08/24 23:55:00	1998/08/26 10:55:00	8307	30	-07	670	NA	1998/08/24 22:12:00	X1	3b
1998/09/25 00:10:00	1998/09/25 01:30:00	8340	18	-09	44	NA	1998/09/23 07:13:00	M7	3b
1998/09/30 15:20:00	1998/10/01 00:25:00	8340	23	81	1200	NA	1998/09/30 13:50:00	M2	2n
1998/11/08 02:45:00	1998/11/08 03:00:00	0	\N	\N	11	?	\N	none	\N
1998/11/14 08:10:00	1998/11/14 12:40:00	8375	28	90	310	NA	1998/11/14 05:18:00	C1	bsl
1999/01/23 11:05:00	1999/01/23 11:35:00	0	27	-90	14	NA	1999/01/20 20:05:00	M5	\N
1999/04/24 18:04:00	1999/04/25 00:55:00	0	\N	\N	32	Halo/24 1331	\N	none	\N
1999/05/05 18:20:00	1999/05/05 19:55:00	8525	15	-32	14	Halo/03 0606	1999/05/03 06:02:00	M4	n2
1999/06/02 02:45:00	1999/06/02 10:10:00	0	\N	\N	48	Halo/01 &lt;1937	1999/06/01 00:93:00	CME	\N
1999/06/04 09:25:00	1999/06/04 10:55:00	8552	17	69	64	NW/04 0726	1999/06/04 07:03:00	M3	2b
2000/02/18 11:30:00	2000/02/18 12:15:00	8872	-29	-07	13	W/18 0954	2000/02/17 20:35:00	M1	2n
2000/04/04 20:55:00	2000/04/05 09:30:00	8933	16	66	55	W/04 1632	2000/04/04 15:41:00	C9	2f
2000/06/07 13:35:00	2000/06/08 09:40:00	9026	20	-18	84	Halo/06 1554	2000/06/06 15:25:00	X2	3b
2000/06/10 18:05:00	2000/06/10 20:45:00	9026	\N	\N	46	Halo/10 1708	2000/06/10 17:02:00	M5	3b
2000/07/14 10:45:00	2000/07/15 12:30:00	9077	\N	\N	24000	Halo/14 1054	2000/07/14 10:24:00	X5	3b
2000/07/22 13:20:00	2000/07/22 14:05:00	9085	\N	\N	17	NW/22 1230	2000/07/22 11:34:00	M3	2n
2000/07/28 10:50:00	2000/07/28 11:30:00	0	\N	\N	18		\N	\N	\N
2000/08/11 16:50:00	2000/08/11 16:55:00	0	\N	\N	17		\N	\N	\N
2000/09/12 15:55:00	2000/09/13 03:40:00	0	-17	09	320	Halo/12 1331	2000/09/12 12:13:00	M1	2n
2000/10/16 11:25:00	2000/10/16 18:40:00	9182	04	90	15	Halo/16 0727	2000/10/16 07:28:00	M2	\N
2000/10/26 00:40:00	2000/10/26 03:40:00	0	00	90	15	Halo/25 0826	2000/10/25 11:25:00	M2	\N
2000/11/08 23:50:00	2000/11/09 16:00:00	9212	00	10	14800	Halo/08 2306	2000/11/08 23:28:00	M7	multiple
2000/11/24 15:20:00	2000/11/26 20:30:00	9236	20	05	942	Halo/24 0530	2000/11/24 05:02:00	X2	3b
2001/01/28 20:25:00	2001/01/29 06:55:00	9313	-04	59	49	Halo/28 1554	2001/01/28 16:00:00	M1	1n
2001/03/29 16:35:00	2001/03/30 06:10:00	9393	24	12	35	Halo/29 1026	2001/03/29 10:15:00	X1	1n
2001/04/02 23:40:00	2001/04/03 07:45:00	9393	14	82	1110	NW /02 2200	2001/04/02 21:51:00	X20	\N
2001/04/10 08:50:00	2001/04/11 20:55:00	9415	-23	09	355	halo/10 0530	2001/04/10 05:26:00	X2	3b
2001/04/15 14:10:00	2001/04/15 19:20:00	9415	-20	85	951	W  /15 1430	2001/04/15 13:50:00	X14	2b
2001/04/18 03:15:00	2001/04/18 10:45:00	9415	\N	\N	321	SW /18 0230	2001/04/18 02:14:00	C2	2b
2001/04/28 04:30:00	2001/04/28 05:00:00	9433	17	31	57	halo/26 1230	2001/04/26 13:12:00	M7	2b
2001/05/07 19:15:00	2001/05/08 07:55:00	0	\N	\N	30	NW /07 1000	\N	\N	\N
2001/06/15 17:50:00	2001/06/16 00:05:00	0	\N	\N	26	W /15 1648	\N	\N	\N
2001/08/10 10:20:00	2001/08/10 11:55:00	0	\N	\N	17	W /09 1030	2001/08/09 11:22:00	\N	c3
