flare_key	date	begin	begin_m	max	max_m	end	end_m	latitude	longitude	type	area	disk_movie	area_movie
9008	2013-04-11	10:03:00		10:14:00		10:14:00	D	S21	E25	SN	0	20130411_11721_0959_big.avi	
9009	2013-04-11	11:03:00		11:08:00		11:09:00	D	N21	W22	SF	0		
9010	2013-04-11	11:06:00		11:08:00		11:09:00	D	S17	E25	SF	0		
9011	2013-04-13	06:08:00	E	06:08:00	E	06:10:00		N18	W50	SF	0	20130413_11718_0557_big.avi	
9012	2013-04-13	07:24:00		07:26:00		07:26:00		S20	E07	SF	0		
9013	2013-04-13	09:28:00		09:29:00		09:34:00		N10	W12	SF	0		
9014	2013-04-13	12:36:00		12:37:00		12:39:00		N20	W51	SF	0		
9015	2013-04-14	09:47:00		09:49:00		09:51:00		S18	E45	SF	0		
9016	2013-04-14	10:47:00		10:59:00		11:20:00		S18	E44	SF	0		
9017	2013-04-14	11:57:00		11:58:00		12:05:00		S18	E43	SF	0		
9018	2013-04-15	06:41:00		06:42:00		06:53:00		S17	E31	SF	0		
9019	2013-04-15	09:55:00		09:56:00		10:01:00		S17	E31	SF	0		
9020	2013-04-15	10:45:00		10:47:00		10:55:00		S20	W11	SF	0		
9021	2013-04-15	10:56:00		10:57:00		11:17:00		S17	E31	SF	0		
9022	2013-04-15	14:01:00	E	14:03:00	U	14:14:00	U	S16	E28	SF	0	20130415_11723_1350_big.avi	
9023	2013-04-16	09:49:00		09:51:00		09:52:00		S19	E19	SF	0		
9024	2013-04-18	07:58:00		08:06:00		08:32:00		N10	W79	SF	0	20130418_11719_0756_big.avi	
9025	2013-04-21	06:00:00	E	06:00:00	E	06:04:00	D	N14	W11	SB	0		
9026	2013-04-21	06:48:00		06:52:00		08:11:00		N11	W14	1N	0	20130421_11726_0638_big.avi	
9027	2013-04-21	08:18:00		08:28:00		09:11:00	D	N11	W14	SN	0	20130421_11726_0805_big.avi	
9028	2013-04-21	10:44:00		10:44:00		10:46:00		S18	W48	SF	0		
9029	2013-04-21	11:38:00		11:42:00		12:30:00		N12	W16	1F	0	20130421_11726_1205_big.avi	
9030	2013-04-23	12:57:00		12:59:00		13:03:00		N12	W44	SF	0	20130423_11726_1314_big.avi	
9031	2013-04-23	13:11:00		13:14:00		13:53:00		N12	W39	SF	0	20130423_11726_1345_big.avi	
9032	2013-04-24	07:31:00		07:31:00		07:35:00		N10	W56	SF	0		
9033	2013-04-24	09:18:00		09:19:00		09:29:00		N22	E65	SF	0		
9034	2013-04-24	10:02:00		10:09:00		10:15:00		N10	W56	SF	0	20130424_11726_0953_big.avi	
9035	2013-04-24	11:19:00		11:24:00		11:30:00		N10	W56	SF	0	20130424_11726_1109_big.avi	
9036	2013-04-24	10:11:00		10:14:00		10:29:00		S18	E56	SF	0		
9037	2013-04-24	11:39:00		11:43:00		11:49:00		N10	W54	SF	0	20130424_11726_1126_big.avi	
9038	2013-04-24	12:16:00		12:16:00		12:18:00		N24	W08	SF	0	20130424_11726_1212_big.avi	
9039	2013-04-24	12:22:00		12:23:00		12:25:00		N10	W54	SF	0	20130424_11726_1212_big.avi	
9040	2013-04-24	13:18:00		13:19:00		13:27:00		N11	W59	SF	0	20130424_11726_1303_big.avi	
9041	2013-04-24	13:31:00		13:43:00		13:52:00		N12	W55	SF	0		
9042	2013-04-25	05:06:00		05:06:00		05:14:00		S17	E48	SF	0		
9043	2013-04-25	06:17:00		06:21:00		06:23:00		S17	E43	SF	0		
9044	2013-04-25	08:27:00		08:30:00		08:38:00		N09	E73	SF	0		
9045	2013-04-25	10:24:00		10:30:00		10:34:00		N11	E75	SF	0		
9046	2013-04-25	10:47:00		10:48:00		11:00:00		N14	W65	SF	0	20130425_11726_1033_big.avi	
9047	2013-04-25	10:53:00		11:00:00		11:15:00		N10	E73	SF	0		
9048	2013-04-25	11:26:00		11:28:00		11:31:00		N09	E72	SF	0		
9049	2013-04-25	11:42:00		11:53:00		11:57:00		N12	E74	SF	0		
9050	2013-04-25	13:15:00		13:19:00		13:22:00		N13	W37	SF	0		
9051	2013-04-25	13:16:00		13:19:00		13:25:00		N10	E71	SF	0		
9052	2013-04-25	14:18:00		14:25:00		14:35:00		N13	W37	SF	0		
9053	2013-04-25	14:39:00		14:42:00		14:45:00		N11	W72	SF	0		
9054	2013-04-26	06:21:00		06:21:00		06:31:00		N09	W82	SF	0	20130426_11726_0610_big.avi	
9055	2013-04-26	07:03:00		07:04:00		07:06:00	D	N10	W81	SF	0	20130426_11726_0653_big.avi	
9056	2013-04-28	07:16:00		07:17:00		07:25:00		S19	E64	SF	0	20130428_11732_0707_big.avi	
9057	2013-04-28	07:15:00	E	07:22:00		07:32:00		N09	E39	SF	0		
9058	2013-04-28	07:47:00		07:47:00		07:49:00		N06	E26	SF	0		
9059	2013-04-29	10:27:00	E	10:27:00	E	10:30:00		S19	E76	SF	0	20130429_10000_1014_big.avi	
9060	2013-04-29	14:29:00	E	14:29:00	E	14:29:00	U	N10	E11	SF	0		
9061	2013-04-29	15:15:00		15:23:00		15:23:00	D	S16	W19	SF	0		
9062	2013-04-29	15:44:00		15:47:00		15:50:00	D	N09	E15	SF	0		
9063	2013-04-30	06:02:00	E	06:02:00	E	06:10:00		N11	E11	SF	0		
9064	2013-04-30	06:03:00		06:05:00		06:13:00		S17	E67	SF	0		
9065	2013-04-30	07:16:00		07:17:00		07:34:00		N12	E10	SF	0		
9066	2013-04-30	08:09:00		08:11:00		08:24:00		S14	E68	SF	0		
9067	2013-04-30	08:25:00		08:26:00		08:35:00		N11	E08	SF	0	20130430_11730_0831_big.avi	
9068	2013-04-30	08:41:00		08:44:00		08:47:00	D	S17	W27	SF	0		
9069	2013-04-30	09:52:00		09:57:00		10:02:00		S21	E66	SF	0		
9070	2013-05-01	07:02:00	E	07:02:00	E	07:07:00	D	N11	W04	SF	0	20130501_11731_0641_big.avi	
9071	2013-05-01	07:22:00		07:33:00		07:47:00		S15	W41	1F	0	20130501_11730_0713_big.avi	
9072	2013-05-01	07:42:00		07:43:00		08:45:00		N07	W08	SN	0	20130501_11731_0732_big.avi	
9073	2013-05-01	07:54:00		07:57:00		07:59:00		S21	E50	SF	0		
9074	2013-05-01	07:55:00		07:57:00		08:05:00		S21	E32	SF	0		
9075	2013-05-01	09:00:00		09:10:00		09:22:00		N10	W08	SF	0		
9076	2013-05-01	09:54:00		09:54:00		10:04:00		N07	W10	SF	0		
9077	2013-05-01	10:33:00		10:37:00		10:42:00		N08	W10	SF	0		
9078	2013-05-01	11:46:00		11:47:00		12:15:00		N07	W10	SN	0	20130501_11731_1148_big.avi	
9079	2013-05-01	12:18:00		12:19:00		12:24:00		S21	E30	SF	0	20130501_11732_1208_big.avi	
9080	2013-05-01	12:50:00	E	12:50:00	E	13:34:00		N10	W06	SF	0		
9081	2013-05-01	13:54:00		13:56:00		14:06:00		N09	W08	SF	0		
9082	2013-05-01	14:07:00		14:14:00		14:40:00	D	N10	W07	1N	0	20130501_11731_1400_big.avi	
9083	2013-05-03	09:12:00		09:14:00		09:19:00		S21	W03	SF	0		
9084	2013-05-03	12:04:00	E	12:04:00	U	12:19:00		N09	W37	SF	0		
9085	2013-05-03	12:56:00		13:01:00		13:14:00		S15	E19	SF	0		
9086	2013-05-04	08:23:00		08:32:00		08:40:00		S15	E09	SF	0	20130504/movie/20130504_11731_0815_big.avi	
9087	2013-05-04	08:26:00		08:26:00		08:29:00		N07	W41	SF	0	20130504/movie/20130504_11734_0819_big.avi	
9088	2013-05-09	13:18:00	E	13:19:00		13:23:00	U	N29	E55	SF	0	20130509/movie/20130509_11742_1305_big.avi	
9089	2013-05-10	06:32:00	E	06:34:00		06:38:00		N12	W12	SF	0		
9090	2013-05-12	09:17:00	E	09:20:00	D	09:59:00	D	N22	E22	SF	0		
9091	2013-05-13	08:36:00	E	08:38:00		08:42:00		N11	E88	SF	0	20130513/movie/20130513_11745_0825_big.avi	
9092	2013-05-13	08:47:00		08:48:00		08:51:00		S22	W44	SF	0		
9093	2013-05-14	07:12:00		07:13:00		07:15:00		N11	E31	SF	0		
9094	2013-05-14	06:16:00	E	06:16:00	E	06:20:00		N14	E41	SF	0	20130514_0556-0618_big.avi	
9095	2013-05-14	07:56:00		07:58:00		08:00:00		N20	W04	SF	0		
9096	2013-05-14	08:42:00		08:43:00		08:44:00		N11	E30	SF	0		
9097	2013-05-14	09:31:00		09:33:00		09:35:00		S17	E31	SF	0		
9098	2013-05-14	12:21:00		12:22:00		12:25:00		N10	E74	SF	0	20130514_1211-1230_big.avi	
9099	2013-05-15	05:16:00		05:19:00		05:25:00		N10	E60	SF	0		
9100	2013-05-15	06:23:00		06:26:00		06:30:00		N10	E60	SF	0		
9101	2013-05-15	09:07:00		09:08:00		09:14:00		N11	E55	SF	0	20130515_0857-0910_big.avi	
9102	2013-05-15	10:33:00	E	10:40:00		10:43:00		N16	E24	SF	0	20130515_1020-1037_big.avi	
9103	2013-05-15	12:29:00	E	12:42:00		12:48:00		N09	E57	SF	0	20130515_1217-1245_big.avi	
9104	2013-05-15	13:32:00	E	13:32:00	E	13:43:00		N16	E22	SF	0		
9105	2013-05-15	14:05:00		14:05:00		14:06:00		N13	E54	SF	0		
9106	2013-05-15	15:47:00		15:48:00		15:52:00		N13	E53	SF	0		
9107	2013-05-18	06:54:00		06:57:00		07:01:00		N18	W40	SF	0	20130518_0647-0702_big.avi	
9108	2013-05-19	08:33:00		08:34:00		08:36:00		S09	W58	SF	0	20130519_0823-0837_big.avi	
9109	2013-05-19	08:35:00		08:39:00		08:43:00		N21	W66	SF	0	20130519_0827-0840_big.avi	
9110	2013-05-19	09:11:00		09:13:00		09:26:00	U	S09	W56	SN	0	20130519_0858-0928_big.avi	
9111	2013-05-20	10:00:00		10:04:00		11:17:00		N15	W40	SF	0	20130520_0947-1038_big.avi	
9112	2013-05-20	10:43:00		10:47:00		10:48:00		N12	W05	SF	0		
9113	2013-05-20	11:11:00		11:20:00		11:47:00		N11	W03	1F	0	20130520_1101-1155_big.avi	
9114	2013-05-21	05:57:00		06:04:00		06:20:00		N14	W25	SF	0	20130521_0557-0614_big.avi	
9115	2013-05-21	07:44:00		07:44:00		07:48:00		N05	E58	SF	0		
9116	2013-05-21	10:03:00		10:04:00		10:12:00		N09	W58	SF	0		
9117	2013-05-21	11:23:00		11:24:00		11:28:00		N04	E58	SF	0	20130521_1114-1131_big.avi	
9118	2013-05-22	07:32:00	E	07:33:00	U	07:33:00	D	S18	E49	SF	23		
9119	2013-05-22	08:57:00		08:57:00		09:14:00		N11	W37	SF	22		
9120	2013-05-22	10:32:00		10:42:00		11:14:00		S18	E51	SF	66		
9121	2013-05-22	11:28:00		11:32:00	D	11:32:00	D	S18	E47	SF	39		
9122	2013-05-22	12:39:00	E	12:54:00	D	12:54:00	D	N08	W72	1F	140	20130522_1243-1302_big.avi	
9123	2013-05-23	06:39:00		06:40:00		06:47:00		N09	E54	SF	47	20130523_0639-0651_big.avi	
9124	2013-05-23	06:48:00		06:49:00		07:07:00		N10	W43	SF	61		
9125	2013-05-23	07:15:00		07:17:00		07:25:00		S19	E41	SF	27	20130523_0705-0742_big.avi	
9126	2013-05-23	07:38:00		07:40:00		07:41:00		S20	E41	SF	5	20130523_0705-0742_big.avi	
9127	2013-05-23	07:52:00		07:54:00		07:55:00		S19	E40	SF	16		
9128	2013-05-24	09:47:00		09:56:00		09:58:00	D	S15	W11	SF	115	20130526_0933-1034_big.avi	
9129	2013-05-24	10:14:00	E	10:16:00		10:34:00	D	S15	W12	SF	80	20130526_1004-1039_big.avi	
9130	2013-05-27	08:53:00		08:54:00		08:55:00		S17	W23	SF	3		
9131	2013-06-01	07:10:00		07:17:00	U	07:34:00	D	N12	E34	SF	14		
9132	2013-06-03	06:22:00		06:24:00		06:33:00		S18	W03	SF	5	20130603_0612-0634_big.avi	
9133	2013-06-03	07:05:00	U	07:18:00	U	07:58:00		S29	W24	SN	90	20130603_0653-0757_big.avi	
9134	2013-06-03	09:50:00		09:52:00		09:55:00		N12	E04	SF	6		
9135	2013-06-07	07:07:00		07:15:00		07:24:00	U	N09	E01	SF	12		
9136	2013-06-07	08:22:00		08:25:00		08:56:00	U	N08	E00	SF	24	20130607_0814-0833_big.avi	
9137	2013-06-07	09:42:00		09:43:00		10:06:00		N08	W00	SF	27		
9138	2013-06-07	11:41:00		11:41:00		11:51:00	D	N08	W01	SF	15	20130607_1132-1200_big.avi	
9139	2013-06-09	14:26:00		14:27:00		14:37:00		N09	W27	SF	17	20130609_1416-1439_big.avi	
9140	2013-06-10	12:24:00		12:24:00		12:39:00	D	N09	W37	SF	33	20130610_1204-1301_big.avi	
9141	2013-06-10	14:31:00		14:32:00		14:33:00		N09	W27	SF	33	20130610_1411-1433_big.avi	
9142	2013-06-10	15:54:00		15:58:00		16:02:00		N10	W39	SF	23	20130610_1543-1601_big.avi	
9143	2013-06-13	07:50:00		07:54:00		08:14:00		S11	W22	SF	6		
9144	2013-06-13	09:22:00		09:27:00		09:41:00		S11	W24	SF	43	20130613_0913-0940_big.avi	
9145	2013-06-13	11:24:00		11:29:00		11:39:00		S11	W25	SF	36	20130613_1114-1139_big.avi	
9146	2013-06-14	07:23:00		07:24:00		07:27:00		S20	E63	SF	37	20130614_0714-0727_big.avi	
9147	2013-06-14	10:18:00		10:18:00		10:20:00		S20	E64	SF	21		
9148	2013-06-16	10:31:00	E	10:31:00	E	10:38:00		S23	E33	SF	35	20130616_1005-1032_big.avi	
9149	2013-06-17	07:36:00		08:07:00		08:41:00		S19	E26	SF	95	20130617_0730-0856_big.avi	
9150	2013-06-17	08:49:00		08:52:00		09:02:00		S23	E18	SF	20	20130617_0839-0903_big.avi	
9151	2013-06-17	13:36:00		13:38:00		13:50:00		N02	E46	SN	70	20130617_1327-1349_big.avi	
9152	2013-06-18	06:21:00		06:22:00		06:23:00		S26	E42	SF	15		
9153	2013-06-18	06:56:00		06:58:00		09:18:00		N02	E35	SF	28	20130618_0657-0749_big.avi	
9154	2013-06-18	07:02:00		07:20:00		07:58:00	U	S25	E41	1F	100	20130618_0657-0749_big.avi	
9155	2013-06-18	11:34:00		11:36:00		11:49:00		N02	E41	SF	24	20130618_1134-1149_big.avi	
9156	2013-06-18	11:35:00		11:40:00		11:43:00		N12	E12	SF	5	20130618_1134-1149_big.avi	
9157	2013-06-18	11:44:00		11:46:00		11:50:00		S18	E43	SF	15		
9158	2013-06-18	12:24:00		12:25:00		12:27:00		N04	E30	SF	7		
9161	2013-06-19	06:28:00		06:29:00		06:30:00		S26	E28	SF	10		
9160	2013-06-19	07:21:00		07:27:00		08:01:00		N10	W00	SN	85	20130619_0710-0756_big.avi	
9162	2013-06-19	06:28:00		06:29:00		06:51:00		N10	E01	SF	25		
9163	2013-06-19	07:29:00		07:31:00		07:32:00		S26	E28	SF	20	20130619_0710-0756_big.avi	
9164	2013-06-19	09:41:00		09:47:00		09:55:00		N10	W02	SF	45	20130619_0931-0954_big.avi	
9165	2013-06-20	06:56:00		07:04:00		07:14:00		N11	W11	SF	25	20130620_0653-0714_big.avi	
9166	2013-06-20	07:04:00		07:05:00		07:06:00		S24	E21	SF	5	20130620_0653-0714_big.avi	
9167	2013-06-20	07:26:00		07:31:00		07:47:00		N11	W12	SF	45	20130620_0716-0739_big.avi	
9168	2013-06-20	08:34:00		08:45:00		09:04:00		N03	E04	SF	10		
9169	2013-06-20	09:24:00		09:32:00		09:45:00		N11	W13	SF	31	20130620_0918-0949_big.avi	
9170	2013-06-20	10:45:00		10:53:00		11:09:00		N11	W14	SF	74	20130620_1038-1109_big.avi	
9171	2013-06-20	11:18:00		11:21:00		11:25:00		N10	W16	SF	35	20130620_1108-1125_big.avi	
9172	2013-06-20	11:34:00		11:38:00		11:43:00		N11	W14	SN	80	20130620_1126-1139_big.avi	
9173	2013-06-20	12:45:00		12:46:00		12:46:00	D	N11	W15	SF	31		
9174	2013-06-20	13:34:00		13:35:00		13:40:00		N11	W18	SF	30	20130620_1340-1440_big.avi	
9175	2013-06-20	13:54:00		14:05:00		14:16:00		S26	E11	SF	15	20130620_1352-1418_big.avi	
9176	2013-06-20	15:54:00		16:03:00		16:15:00		S27	E11	SF	40		
9177	2013-06-21	06:09:00		06:11:00		06:23:00		N11	W24	SF	15		
9178	2013-06-21	06:31:00		06:33:00		06:37:00		S21	W28	SF	29	20130621_0622-0636_big.avi	
9179	2013-06-21	07:44:00		07:46:00		07:52:00		S21	W28	SF	50	20130621_0734-0751_big.avi	
9180	2013-06-21	09:12:00	U	09:30:00		10:14:00		S21	W29	SF	67	20130621_0915-0935_big.avi	
9181	2013-06-21	10:19:00		10:34:00		10:39:00		S21	W29	SF	45	20130621_1011-1040_big.avi	
9182	2013-06-21	11:10:00		11:12:00		11:16:00		S20	W31	SF	38	20130621_1101-1115_big.avi	
9183	2013-06-21	12:04:00		12:06:00		12:09:00		S21	W31	SF	50		
9184	2013-06-21	12:16:00		12:23:00		12:27:00		S21	W31	SF	75		
9185	2013-06-22	05:08:00	E	05:08:00	E	05:30:00		S26	W10	SF	73		
9186	2013-06-22	06:45:00		06:47:00		07:43:00		S22	W42	SF	61	20130622_0636-0730_big.avi	
9187	2013-06-22	07:06:00		07:07:00		07:10:00		S26	W11	SF	3	20130622_0636-0730_big.avi	
9188	2013-06-22	09:04:00		09:05:00		09:31:00		S22	W43	SF	55	20130622_0854-0933_big.avi	
9189	2013-06-22	10:32:00		10:34:00		10:35:00		S22	W42	SF	27	20130622_1022-1035_big.avi	
9190	2013-06-23	07:01:00		07:02:00		07:07:00		S17	W38	SF	11		
9191	2013-06-23	07:20:00		07:22:00		07:26:00		N03	W34	SF	36		
9192	2013-06-23	08:37:00		08:45:00		08:54:00		N03	W35	SF	46		
9193	2013-06-23	09:00:00		09:05:00		09:10:00		S17	W39	SF	34		
9194	2013-06-22	05:08:00	E	05:56:00		06:14:00		S21	W41	SF	67		
9195	2013-06-27	08:12:00		08:12:00		08:41:00		S17	E25	SF	27	20130627_0802-0831_big.avi	
9196	2013-06-27	09:38:00		09:41:00		09:49:00	D	S16	E23	SF	55	20130627_0929-0956_big.avi	
9197	2013-06-29	07:48:00		07:53:00	U	07:53:00	D	N21	W20	SF	41		
9198	2013-06-29	08:46:00		08:47:00		08:49:00	D	S15	W23	SF	34		
9199	2013-06-29	09:12:00	E	09:33:00		09:41:00		S15	W20	SF	60		
9200	2013-07-02	05:48:00	E	05:49:00	U	05:50:00		S11	W65	SF	25	20130702_0446-0554_big.avi	
9201	2013-07-02	06:12:00		06:14:00		06:18:00		S11	W65	SF	25	20130702_0602-0617_big.avi	
9202	2013-07-02	07:42:00		07:43:00		07:52:00		S11	W66	SF	25	20130702_0717-0813_big.avi	
9203	2013-07-02	10:18:00		10:26:00		10:27:00		S11	W68	SF	9	20130702_0958-1052_big.avi	
9204	2013-07-04	07:37:00	E	07:40:00		08:06:00		S07	E48	SF	10		
9205	2013-07-03	07:06:00		07:13:00		07:16:00		S12	E80	SF	25	20130703_0650-0718_big.avi	
9206	2013-07-03	07:21:00		07:25:00		07:33:00		S06	E58	SF	65	20130703_0710-0736_big.avi	
9207	2013-07-03	12:42:00	E	12:42:00	E	12:45:00	U	S08	E61	SF	15	20130703_1211-1246_big.avi	
9208	2013-07-04	10:42:00		10:42:00		10:45:00		S13	E67	SF	20		
9209	2013-07-04	11:34:00		11:42:00		11:49:00		S11	E65	SF	20		
9210	2013-07-04	13:50:00		14:01:00		14:07:00		S12	E46	SF	10		
9211	2013-07-05	04:25:00	E	04:25:00	E	04:41:00		S09	E40	SN	10		
9212	2013-07-05	05:01:00		05:16:00		05:33:00		S08	E30	SF	45	20130705_0515-0545_big.avi	
9213	2013-07-05	05:22:00		05:49:00		05:57:00		S14	W11	SF	20		
9214	2013-07-05	05:59:00	U	06:25:00		06:54:00		S09	E32	SN	15	20130705_0616-0632_big.avi	
9215	2013-07-05	05:59:00	U	06:28:00		06:54:00		S14	W12	SF	31	20130705_0616-0632_big.avi	
9216	2013-07-05	06:57:00		06:59:00	U	06:59:00	D	S09	E29	SF	40	20130705_0647-0728_big.avi	
9217	2013-07-05	06:58:00		06:59:00	U	06:59:00	D	S14	E52	SF	10	20130705_0647-0728_big.avi	
9218	2013-07-05	09:30:00		09:33:00		09:40:00	D	S09	E30	SF	20	20130705_0911-0942_big.avi	
9219	2013-07-06	09:09:00	E	09:10:00		09:13:00		S15	E42	SF	20	20130706_0834-0918_big.avi	
9220	2013-07-06	09:49:00		09:50:00	U	09:50:00	D	S10	E13	SF	15	20130706_0945-0959_big.avi	
9221	2013-07-07	07:16:00		07:17:00		07:18:00		S13	E20	SF	10		
9222	2013-07-07	09:36:00		09:37:00		09:45:00	D	N21	E51	SF	20		
9223	2013-07-09	07:38:00	E	07:40:00	U	08:10:00		S13	W18	1F	150	20130709_0708-0803_big.avi	
9224	2013-07-09	11:01:00		11:02:00		11:11:00		S10	W19	SF	19		
9225	2013-07-09	13:27:00		13:32:00		13:48:00		S10	W21	SN	85	20130709_1316-1347_big.avi	
9226	2013-07-10	06:20:00	U	06:31:00	D	07:25:00		S14	W13	1N	180	20130710_0611-0725_big.avi	
9227	2013-07-10	07:46:00		07:46:00		07:51:00		S13	W16	SF	10		
9228	2013-07-11	08:07:00		08:09:00		08:12:00		S13	W44	SF	30		
9229	2013-07-11	09:08:00		09:09:00		09:15:00		S16	W53	SN	37		
9230	2013-07-11	10:28:00		10:31:00		10:34:00		S13	W47	SF	15		
9231	2013-07-12	12:45:00	E	13:06:00		13:12:00	D	S13	E52	SF	20		
9232	2013-07-13	11:46:00		11:47:00		12:06:00		S12	E40	SF	70		
9233	2013-07-15	08:07:00	U	08:08:00		08:12:00	U	S13	E17	SF	6	20130715_0756-0812_big.avi	
9234	2013-07-15	10:49:00		10:50:00		10:50:00	D	S13	E13	SF	20	20130715_1018-1217_big.avi	
9235	2013-07-15	11:20:00	E	11:24:00	U	11:29:00	D	S12	E12	SF	10	15  1120E 1124U 1129D S12 E12 SF   10	
9236	2013-07-16	08:51:00		08:55:00		09:01:00		S12	E12	SF	10	20130716_0841-0900_big.avi	
9237	2013-07-16	10:10:00		10:20:00		10:46:00	D	S12	E03	SN	90	20130716_1002-1046_big.avi	
9238	2013-07-17	05:59:00		06:00:00		06:00:00		N20	E45	SF	13	20130717_0549-0601_big.avi	
9239	2013-07-17	07:08:00		07:12:00		07:16:00		S13	W08	SF	6		
9240	2013-07-17	10:07:00		10:10:00		10:22:00		S13	W10	SF	16	20130717_0957-1019_big.avi	
9241	2013-07-17	10:14:00		10:14:00		10:17:00		N22	E39	SF	5	20130717_0957-1019_big.avi	
9242	2013-07-18	14:48:00		14:50:00		14:54:00		N20	E33	SF	10		
9243	2013-07-19	07:14:00		07:15:00		07:22:00		N22	E23	SF	6		
9244	2013-07-19	07:35:00		07:36:00		07:40:00		N21	E22	SF	13		
9245	2013-07-20	06:43:00		06:44:00		06:46:00		N18	E03	SN	33	20130720_0633-0646_big.avi	
9246	2013-07-20	05:52:00	E	05:56:00		05:58:00		N24	E10	SF	6		
9247	2013-07-20	07:56:00		07:58:00		08:14:00		N23	E03	SF	18		
9248	2013-07-20	08:33:00		08:34:00		08:35:00		N21	E01	SN	10		
9249	2013-07-20	10:55:00		10:55:00		11:00:00		N20	E14	SF	5		
9250	2013-07-21	06:41:00		06:45:00		06:48:00		N22	W08	SF	51	20130721_0633-0649_big.avi	
9251	2013-07-21	08:25:00		08:31:00		09:52:00	D	S07	E31	1F	142	20130721_0814-1018_big.avi	
9252	2013-07-21	08:27:00		08:27:00		08:35:00		N22	W09	SF	18	20130721_0817-0831_big.avi	
