"------------------------------------------------------------------------"
"Julian Date,  Rotation,  year,  mo,  dy,   Obs.,   Adj.,    URSI-D"
"------------------------------------------------------------------------"
2442414.20,  1623.2308,  1975,  01,  01,   80.8,   78.1,   70.3 
2442415.20,  1623.2674,  1975,  01,  02,   78.4,   75.8,   68.2 
2442416.20,  1623.3040,  1975,  01,  03,   79.7,   77.1,   69.4 
2442417.20,  1623.3406,  1975,  01,  04,   76.9,   74.4,   66.9 
2442418.20,  1623.3772,  1975,  01,  05,   76.2,   73.7,   66.3 
2442419.20,  1623.4138,  1975,  01,  06,   76.3,   73.8,   66.4 
2442420.20,  1623.4504,  1975,  01,  07,   78.3,   75.7,   68.1 
2442421.20,  1623.4870,  1975,  01,  08,   80.3,   77.7,   69.9 
2442422.20,  1623.5236,  1975,  01,  09,   82.6,   79.9,   71.9 
2442423.20,  1623.5602,  1975,  01,  10,   83.2,   80.5,   72.4 
2442424.20,  1623.5967,  1975,  01,  11,   84.0,   81.3,   73.1 
2442425.20,  1623.6333,  1975,  01,  12,   85.2,   82.4,   74.2 
2442426.20,  1623.6699,  1975,  01,  13,   83.1,   80.4,   72.4 
2442427.20,  1623.7065,  1975,  01,  14,   80.4,   77.8,   70.0 
2442428.20,  1623.7431,  1975,  01,  15,   80.0,   77.4,   69.7 
2442429.20,  1623.7797,  1975,  01,  16,   79.0,   76.5,   68.8 
2442430.20,  1623.8163,  1975,  01,  17,   77.2,   74.7,   67.2 
2442431.20,  1623.8529,  1975,  01,  18,   78.3,   75.8,   68.2 
2442432.20,  1623.8894,  1975,  01,  19,   76.6,   74.2,   66.7 
2442433.20,  1623.9260,  1975,  01,  20,   76.2,   73.8,   66.4 
2442434.20,  1623.9626,  1975,  01,  21,   77.0,   74.6,   67.1 
2442435.20,  1623.9992,  1975,  01,  22,   76.0,   73.6,   66.3 
2442436.20,  1624.0358,  1975,  01,  23,   75.0,   72.7,   65.4 
2442437.20,  1624.0724,  1975,  01,  24,   73.3,   71.0,   63.9 
2442438.20,  1624.1089,  1975,  01,  25,   72.5,   70.3,   63.2 
2442439.20,  1624.1455,  1975,  01,  26,   72.8,   70.6,   63.5 
2442440.20,  1624.1821,  1975,  01,  27,   72.3,   70.1,   63.1 
2442441.20,  1624.2187,  1975,  01,  28,   72.9,   70.7,   63.6 
2442442.20,  1624.2552,  1975,  01,  29,   72.6,   70.4,   63.4 
2442443.20,  1624.2918,  1975,  01,  30,   72.7,   70.6,   63.5 
2442444.20,  1624.3284,  1975,  01,  31,   72.2,   70.1,   63.1 
2442445.20,  1624.3650,  1975,  02,  01,   72.9,   70.8,   63.7 
2442446.20,  1624.4016,  1975,  02,  02,   74.5,   72.4,   65.1 
2442447.20,  1624.4381,  1975,  02,  03,   76.5,   74.3,   66.9 
2442448.20,  1624.4747,  1975,  02,  04,   77.6,   75.4,   67.9 
2442449.20,  1624.5113,  1975,  02,  05,   78.7,   76.5,   68.9 
2442450.20,  1624.5479,  1975,  02,  06,   83.4,   81.1,   73.0 
2442451.20,  1624.5844,  1975,  02,  07,   81.6,   79.4,   71.4 
2442452.20,  1624.6210,  1975,  02,  08,   81.0,   78.8,   70.9 
2442453.20,  1624.6576,  1975,  02,  09,   79.2,   77.1,   69.4 
2442454.20,  1624.6942,  1975,  02,  10,   78.7,   76.6,   69.0 
2442455.20,  1624.7307,  1975,  02,  11,   76.8,   74.8,   67.3 
2442456.20,  1624.7673,  1975,  02,  12,   76.9,   75.0,   67.5 
2442457.20,  1624.8039,  1975,  02,  13,   75.6,   73.7,   66.3 
2442458.20,  1624.8405,  1975,  02,  14,   73.8,   72.0,   64.8 
2442459.20,  1624.8770,  1975,  02,  15,   71.5,   69.8,   62.8 
2442460.20,  1624.9136,  1975,  02,  16,   73.2,   71.5,   64.3 
2442461.20,  1624.9502,  1975,  02,  17,   71.0,   69.3,   62.4 
2442462.20,  1624.9868,  1975,  02,  18,   69.9,   68.3,   61.5 
2442463.20,  1625.0233,  1975,  02,  19,   71.6,   70.0,   63.0 
